Ano,Geo,Valor
2005,Italy,3.3
2005,Latvia,7.7
2005,Lithuania,7.1
2005,Luxembourg,2.6
2005,Malta,5.4
2005,Netherlands,4.9
2005,Poland,6.4
2005,Portugal,3.5
2005,Romania,15
2005,Slovakia,7.2
2005,Slovenia,4.1
2005,Spain,3.7
2005,Sweden,2.4
2006,Austria,3.6
2006,Belgium,4
2006,Bulgaria,9.7
2006,Croatia,5.2
2006,Cyprus,3.1
2006,Czechia,3.3
2006,Denmark,3.5
2006,Estonia,4.4
2006,Finland,2.8
2006,France,3.8
2006,Germany,3.8
2006,Greece,3.7
2006,Hungary,5.7
2006,Ireland,3.9
2006,Italy,3.2
2006,Latvia,7.4
2006,Lithuania,7.2
2006,Luxembourg,2.5
2006,Malta,3.7
2006,Netherlands,4.4
2006,Poland,6
2006,Portugal,3.3
2006,Romania,13.9
2006,Slovakia,6.6
2006,Slovenia,3.4
2006,Spain,3.5
2006,Sweden,2.8
2007,Austria,3.7
2007,Belgium,3.9
2007,Bulgaria,9.2
2007,Croatia,5.6
2007,Cyprus,3.7
2007,Czechia,3.1
2007,Denmark,4
2007,Estonia,5
2007,Finland,2.7
2007,France,3.8
2007,Germany,3.9
2007,Greece,3.5
2007,Hungary,5.9
2007,Ireland,3.2
2007,Italy,3.1
2007,Latvia,8.5
2007,Lithuania,6.3
2007,Luxembourg,1.8
2007,Malta,6.6
2007,Netherlands,4.1
2007,Poland,6
2007,Portugal,3.4
2007,Romania,12
2007,Slovakia,6.1
2007,Slovenia,2.8
2007,Spain,3.4
2007,Sweden,2.5
2008,Austria,3.7
2008,Belgium,3.8
2008,Bulgaria,8.6
2008,Croatia,4.5
2008,Cyprus,3.5
2008,Czechia,2.8
2008,Denmark,4
2008,Estonia,5
2008,Finland,2.6
2008,France,3.8
2008,Germany,3.5
2008,Greece,2.7
2008,Hungary,5.6
2008,Ireland,3.4
2008,Italy,3.1
2008,Latvia,6.6
2008,Lithuania,5.5
2008,Luxembourg,1.8
2008,Malta,8.5
2008,Netherlands,3.8
2008,Poland,5.6
2008,Portugal,3.3
2008,Romania,11
2008,Slovakia,5.9
2008,Slovenia,2.4
2008,Spain,3.3
2008,Sweden,2.5
2009,Austria,3.8
2009,Belgium,3.5
2009,Bulgaria,9
2009,Croatia,5.3
2009,Cyprus,3.3
2009,Czechia,2.9
2009,Denmark,3.1
2009,Estonia,3.6
2009,Finland,2.6
2009,France,3.9
2009,Germany,3.5
2009,Greece,3.1
2009,Hungary,5.1
2009,Ireland,3.3
2009,Italy,3.2
2009,Latvia,7.6
2009,Lithuania,5.6
2009,Luxembourg,2.5
2009,Malta,5.5
2009,Netherlands,3.8
2009,Poland,5.6
2009,Portugal,3.6
2009,Romania,10.1
2009,Slovakia,5.7
2009,Slovenia,2.4
2009,Spain,3.2
2009,Sweden,2.5
2010,Austria,3.9
2010,Belgium,3.6
2010,Bulgaria,9.4
2010,Croatia,4.4
2010,Cyprus,3.2
2010,Czechia,2.7
2010,Denmark,3.4
2010,Estonia,3.3
2010,Finland,2.3
2010,France,3.6
2010,Germany,3.4
2010,Greece,3.8
2010,Hungary,5.3
2010,Ireland,3.6
2010,Italy,3
2010,Latvia,5.6
2010,Lithuania,5
2010,Luxembourg,3.4
2010,Malta,5.6
2010,Netherlands,3.8
2010,Poland,5
2010,Portugal,2.5
2010,Romania,9.8
2010,Slovakia,5.7
2010,Slovenia,2.5
2010,Spain,3.2
2010,Sweden,2.5
2011,Austria,3.6
2011,Belgium,3.4
2011,Bulgaria,8.5
2011,Croatia,4.7
2011,Cyprus,3.1
2011,Czechia,2.7
2011,Denmark,3.5
2011,Estonia,2.5
2011,Finland,2.4
2011,France,3.5
2011,Germany,3.6
2011,Greece,3.4
2011,Hungary,4.9
2011,Ireland,3.5
2011,Italy,2.9
2011,Latvia,6.6
2011,Lithuania,4.8
2011,Luxembourg,4.3
2011,Malta,6.5
2011,Netherlands,3.6
2011,Poland,4.7
2011,Portugal,3.1
2011,Romania,9.4
2011,Slovakia,4.9
2011,Slovenia,2.9
2011,Spain,3.1
2011,Sweden,2.1
2012,Austria,3.2
2012,Belgium,3.8
2012,Bulgaria,7.8
2012,Croatia,3.6
2012,Cyprus,3.5
2012,Czechia,2.6
2012,Denmark,3.4
2012,Estonia,3.6
2012,Finland,2.4
2012,France,3.5
2012,Germany,3.3
2012,Greece,2.9
2012,Hungary,4.9
2012,Ireland,3.5
2012,Italy,2.9
2012,Latvia,6.3
2012,Lithuania,3.9
2012,Luxembourg,2.5
2012,Malta,5.3
2012,Netherlands,3.7
2012,Poland,4.6
2012,Portugal,3.4
2012,Romania,9
2012,Slovakia,5.8
2012,Slovenia,1.6
2012,Spain,3.1
2012,Sweden,2.6
2013,Austria,3.1
2013,Belgium,3.5
2013,Bulgaria,7.3
2013,Croatia,4.1
2013,Cyprus,1.6
2013,Czechia,2.5
2013,Denmark,3.5
2013,Estonia,2.1
2013,Finland,1.8
2013,France,3.6
2013,Germany,3.3
2013,Greece,3.7
2013,Hungary,5
2013,Ireland,3.6
2013,Italy,2.9
2013,Latvia,4.4
2013,Lithuania,3.7
2013,Luxembourg,3.9
2013,Malta,6.7
2013,Netherlands,3.8
2013,Poland,4.6
2013,Portugal,2.9
2013,Romania,8.9
2013,Slovakia,5.5
2013,Slovenia,2.9
2013,Spain,2.7
2013,Sweden,2.7
2014,Austria,3
2014,Belgium,3.4
2014,Bulgaria,7.6
2014,Croatia,5
2014,Cyprus,2.1
2014,Czechia,2.4
2014,Denmark,4
2014,Estonia,2.7
2014,Finland,2.2
2014,France,3.5
2014,Germany,3.2
2014,Greece,3.7
2014,Hungary,4.5
2014,Ireland,3.3
2014,Italy,2.8
2014,Latvia,3.8
2014,Lithuania,3.9
2014,Luxembourg,2.8
2014,Malta,5
2014,Netherlands,3.6
2014,Poland,4.2
2014,Portugal,2.9
2014,Romania,8.2
2014,Slovakia,5.8
2014,Slovenia,1.8
2014,Spain,2.8
2014,Sweden,2.2
2015,Austria,3.1
2015,Belgium,3.3
2015,Bulgaria,6.6
2015,Croatia,4.1
2015,Cyprus,2.7
2015,Czechia,2.5
2015,Denmark,3.7
2015,Estonia,2.5
2015,Finland,1.7
2015,France,3.7
2015,Germany,3.3
2015,Greece,4
2015,Hungary,4.2
2015,Ireland,3.4
2015,Italy,2.9
2015,Latvia,4.1
2015,Lithuania,4.2
2015,Luxembourg,2.8
2015,Malta,5.8
2015,Netherlands,3.3
2015,Poland,4
2015,Portugal,2.9
2015,Romania,7.5
2015,Slovakia,5.1
2015,Slovenia,1.6
2015,Spain,2.7
2015,Sweden,2.5
2016,Austria,3.1
2016,Belgium,3.2
2016,Bulgaria,6.5
2016,Croatia,4.3
2016,Cyprus,2.6
2016,Czechia,2.8
2016,Denmark,3.1
2016,Estonia,2.3
2016,Finland,1.9
2016,France,3.7
2016,Germany,3.4
2016,Greece,4.2
2016,Hungary,3.9
2016,Ireland,3
2016,Italy,2.8
2016,Latvia,3.7
2016,Lithuania,4.5
2016,Luxembourg,3.8
2016,Malta,7.4
2016,Netherlands,3.5
2016,Poland,4
2016,Portugal,3.2
2016,Romania,6.8
2016,Slovakia,5.4
2016,Slovenia,2
2016,Spain,2.7
2016,Sweden,2.5
2017,Austria,2.9
2017,Belgium,3.6
2017,Bulgaria,6.4
2017,Croatia,4
2017,Cyprus,1.3
2017,Czechia,2.7
2017,Denmark,3.8
2017,Estonia,2.3
2017,Finland,2
2017,France,3.9
2017,Germany,3.3
2017,Greece,3.5
2017,Hungary,3.5
2017,Ireland,3
2017,Italy,2.7
2017,Latvia,4.1
2017,Lithuania,3
2017,Luxembourg,3.2
2017,Malta,6.7
2017,Netherlands,3.6
2017,Poland,4
2017,Portugal,2.7
2017,Romania,6.5
2017,Slovakia,4.5
2017,Slovenia,2.1
2017,Spain,2.7
2017,Sweden,2.4
2018,Austria,2.7
2018,Belgium,3.8
2018,Bulgaria,5.8
2018,Croatia,4.2
2018,Cyprus,2.4
2018,Czechia,2.6
2018,Denmark,3.7
2018,Estonia,1.6
2018,Finland,2.1
2018,France,3.8
2018,Germany,3.2
2018,Greece,3.5
2018,Hungary,3.3
2018,Ireland,2.9
2018,Italy,2.8
2018,Latvia,3.2
2018,Lithuania,3.4
2018,Luxembourg,4.3
2018,Malta,5.6
2018,Netherlands,3.5
2018,Poland,3.8
2018,Portugal,3.3
2018,Romania,6
2018,Slovakia,5
2018,Slovenia,1.7
2018,Spain,2.7
2018,Sweden,2
2019,Austria,2.9
2019,Belgium,3.7
2019,Bulgaria,5.6
2019,Croatia,4
2019,Cyprus,2.6
2019,Czechia,2.6
2019,Denmark,3
2019,Estonia,1.6
2019,Finland,2.1
2019,France,3.8
2019,Germany,3.2
2019,Greece,3.7
2019,Hungary,3.6
2019,Ireland,2.8
2019,Italy,2.4
2019,Latvia,3.4
2019,Lithuania,3.3
2019,Luxembourg,4.7
2019,Malta,6.7
2019,Netherlands,3.6
2019,Poland,3.8
2019,Portugal,2.8
2019,Romania,5.8
2019,Slovakia,5.1
2019,Slovenia,2.1
2019,Spain,2.6
2019,Sweden,2.1
2020,Austria,3.1
2020,Belgium,3.3
2020,Bulgaria,5.1
2020,Croatia,4
2020,Cyprus,2.1
2020,Czechia,2.3
2020,Denmark,3.2
2020,Estonia,1.4
2020,Finland,1.8
2020,France,3.6
2020,Germany,3.1
2020,Greece,3.2
2020,Hungary,3.4
2020,Ireland,3
2020,Italy,2.4
2020,Latvia,3.5
2020,Lithuania,2.8
2020,Luxembourg,4.5
2020,Malta,3.9
2020,Netherlands,3.8
2020,Poland,3.6
2020,Portugal,2.4
2020,Romania,5.6
2020,Slovakia,5.1
2020,Slovenia,2.2
2020,Spain,2.6
2020,Sweden,2.4
2021,Austria,2.7
2021,Belgium,2.9
2021,Bulgaria,5.6
2021,Croatia,3.8
2021,Cyprus,2.7
2021,Czechia,2.2
2021,Denmark,3.1
2021,Estonia,2.2
2021,Finland,1.8
2021,France,3.7
2021,Germany,3
2021,Greece,3.5
2021,Hungary,3.3
2021,Ireland,3.2
2021,Italy,2.3
2021,Latvia,2.7
2021,Lithuania,3.1
2021,Luxembourg,3.1
2021,Malta,3.9
2021,Netherlands,3.3
2021,Poland,3.9
2021,Portugal,2.4
2021,Romania,5.2
2021,Slovakia,4.9
2021,Slovenia,1.8
2021,Spain,2.5
2021,Sweden,1.8
2022,Austria,2.4
2022,Belgium,2.9
2022,Bulgaria,4.8
2022,Croatia,4.1
2022,Cyprus,3.1
2022,Czechia,2.3
2022,Denmark,3.3
2022,Estonia,2.2
2022,Finland,2
2022,France,4
2022,Germany,3.2
2022,Greece,3
2022,Hungary,3.6
2022,Ireland,3.2
2022,Italy,2.3
2022,Latvia,2.4
2022,Lithuania,3
2022,Luxembourg,3.5
2022,Malta,5.3
2022,Netherlands,3.2
2022,Poland,3.8
2022,Portugal,2.6
2022,Romania,5.7
2022,Slovakia,5.4
2022,Slovenia,2.5
2022,Spain,2.6
2022,Sweden,2.2
