Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Composição Agregado,"Two adults, at least one aged 65 years or over",EE,Estonia,2024,16.5,7,8,Inicio,22.2,924,22.2
Composição Agregado,"Two adults, at least one aged 65 years or over",EE,Estonia,2024,16.5,7,8,Fim,22.2,923,16.5
Composição Agregado,Household without dependent children,EE,Estonia,2024,29.9,7,9,Inicio,22.2,922,22.2
Composição Agregado,Household without dependent children,EE,Estonia,2024,29.9,7,9,Fim,22.2,921,29.9
Composição Agregado,Household with dependent children,EE,Estonia,2024,14.9,7,10,Inicio,22.2,920,22.2
Composição Agregado,Household with dependent children,EE,Estonia,2024,14.9,7,10,Fim,22.2,919,14.9
Composição Agregado,One adult with dependent children,EE,Estonia,2024,35.3,7,11,Inicio,22.2,918,22.2
Composição Agregado,One adult with dependent children,EE,Estonia,2024,35.3,7,11,Fim,22.2,917,35.3
Composição Agregado,Two or more adults without dependent children,EE,Estonia,2024,14,7,12,Inicio,22.2,916,22.2
Composição Agregado,Two or more adults without dependent children,EE,Estonia,2024,14,7,12,Fim,22.2,915,14
Composição Agregado,Two or more adults with dependent children,EE,Estonia,2024,12.5,7,13,Inicio,22.2,914,22.2
Composição Agregado,Two or more adults with dependent children,EE,Estonia,2024,12.5,7,13,Fim,22.2,913,12.5
Composição Agregado,Two adults with one dependent child,EE,Estonia,2024,11.4,7,14,Inicio,22.2,912,22.2
Composição Agregado,Two adults with one dependent child,EE,Estonia,2024,11.4,7,14,Fim,22.2,911,11.4
Composição Agregado,Two adults with two dependent children,EE,Estonia,2024,12.1,7,15,Inicio,22.2,910,22.2
Composição Agregado,Two adults with two dependent children,EE,Estonia,2024,12.1,7,15,Fim,22.2,909,12.1
Composição Agregado,Two adults with three or more dependent children,EE,Estonia,2024,14,7,16,Inicio,22.2,908,22.2
Composição Agregado,Two adults with three or more dependent children,EE,Estonia,2024,14,7,16,Fim,22.2,907,14
Composição Agregado,Three or more adults,EE,Estonia,2024,11.3,7,17,Inicio,22.2,906,22.2
Composição Agregado,Three or more adults,EE,Estonia,2024,11.3,7,17,Fim,22.2,905,11.3
Composição Agregado,Three or more adults with dependent children,EE,Estonia,2024,13.2,7,18,Inicio,22.2,904,22.2
Composição Agregado,Three or more adults with dependent children,EE,Estonia,2024,13.2,7,18,Fim,22.2,903,13.2
Alojamento,"Owner, with mortgage or loan",EE,Estonia,2024,8.1,8,1,Inicio,22.2,902,22.2
Alojamento,"Owner, with mortgage or loan",EE,Estonia,2024,8.1,8,1,Fim,22.2,901,8.1
Alojamento,"Owner, no outstanding mortgage or housing loan",EE,Estonia,2024,23.5,8,2,Inicio,22.2,900,22.2
Alojamento,"Owner, no outstanding mortgage or housing loan",EE,Estonia,2024,23.5,8,2,Fim,22.2,899,23.5
Alojamento,"Tenant, rent at market price",EE,Estonia,2024,31.2,8,3,Inicio,22.2,898,22.2
Alojamento,"Tenant, rent at market price",EE,Estonia,2024,31.2,8,3,Fim,22.2,897,31.2
Alojamento,"Tenant, rent at reduced price or free",EE,Estonia,2024,41.2,8,4,Inicio,22.2,896,22.2
Alojamento,"Tenant, rent at reduced price or free",EE,Estonia,2024,41.2,8,4,Fim,22.2,895,41.2
Urbanização,Cities,EE,Estonia,2024,20.9,9,1,Inicio,22.2,894,22.2
Urbanização,Cities,EE,Estonia,2024,20.9,9,1,Fim,22.2,893,20.9
Urbanização,Towns and suburbs,EE,Estonia,2024,24.7,9,2,Inicio,22.2,892,22.2
Urbanização,Towns and suburbs,EE,Estonia,2024,24.7,9,2,Fim,22.2,891,24.7
Urbanização,Rural areas,EE,Estonia,2024,22.6,9,3,Inicio,22.2,890,22.2
Urbanização,Rural areas,EE,Estonia,2024,22.6,9,3,Fim,22.2,889,22.6
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",EE,Estonia,2024,45.6,10,1,Inicio,22.2,888,22.2
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",EE,Estonia,2024,45.6,10,1,Fim,22.2,887,45.6
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EE,Estonia,2024,22.9,10,2,Inicio,22.2,886,22.2
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EE,Estonia,2024,22.9,10,2,Fim,22.2,885,22.9
Escolaridade Pais,Tertiary education (levels 5-8),EE,Estonia,2024,10.1,10,3,Inicio,22.2,884,22.2
Escolaridade Pais,Tertiary education (levels 5-8),EE,Estonia,2024,10.1,10,3,Fim,22.2,883,10.1
Cidadania,Reporting country,EE,Estonia,2024,21.9,11,1,Inicio,22.2,882,22.2
Cidadania,Reporting country,EE,Estonia,2024,21.9,11,1,Fim,22.2,881,21.9
Cidadania,Foreign country,EE,Estonia,2024,33.3,11,2,Inicio,22.2,880,22.2
Cidadania,Foreign country,EE,Estonia,2024,33.3,11,2,Fim,22.2,879,33.3
Cidadania,EU27 countries (from 2020) except reporting country,EE,Estonia,2024,19.1,11,3,Inicio,22.2,878,22.2
Cidadania,EU27 countries (from 2020) except reporting country,EE,Estonia,2024,19.1,11,3,Fim,22.2,877,19.1
Cidadania,Non-EU27 countries (from 2020) nor reporting country,EE,Estonia,2024,34,11,4,Inicio,22.2,876,22.2
Cidadania,Non-EU27 countries (from 2020) nor reporting country,EE,Estonia,2024,34,11,4,Fim,22.2,875,34
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,EE,Estonia,2024,34,11,5,Inicio,22.2,874,22.2
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,EE,Estonia,2024,34,11,5,Fim,22.2,873,34
Cidadania,EU28 countries (2013-2020) except reporting country,EE,Estonia,2024,20.7,11,6,Inicio,22.2,872,22.2
Cidadania,EU28 countries (2013-2020) except reporting country,EE,Estonia,2024,20.7,11,6,Fim,22.2,871,20.7
Pais de Nascimento,Reporting country,EE,Estonia,2024,21.5,12,1,Inicio,22.2,870,22.2
Pais de Nascimento,Reporting country,EE,Estonia,2024,21.5,12,1,Fim,22.2,869,21.5
Pais de Nascimento,Foreign country,EE,Estonia,2024,32.9,12,2,Inicio,22.2,868,22.2
Pais de Nascimento,Foreign country,EE,Estonia,2024,32.9,12,2,Fim,22.2,867,32.9
Pais de Nascimento,EU27 countries (from 2020) except reporting country,EE,Estonia,2024,22.8,12,3,Inicio,22.2,866,22.2
Pais de Nascimento,EU27 countries (from 2020) except reporting country,EE,Estonia,2024,22.8,12,3,Fim,22.2,865,22.8
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,EE,Estonia,2024,33.5,12,4,Inicio,22.2,864,22.2
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,EE,Estonia,2024,33.5,12,4,Fim,22.2,863,33.5
Total,Total,FI,Finland,2024,16.8,1,1,Inicio,16.8,1000,16.8
Total,Total,FI,Finland,2024,16.8,1,1,Fim,16.8,800,16.8
Sexo,Males,FI,Finland,2024,16.3,2,1,Inicio,16.8,988,16.8
Sexo,Males,FI,Finland,2024,16.3,2,1,Fim,16.8,987,16.3
Sexo,Females,FI,Finland,2024,17.2,2,2,Inicio,16.8,986,16.8
Sexo,Females,FI,Finland,2024,17.2,2,2,Fim,16.8,985,17.2
Idade,06-10,FI,Finland,2024,16.5,3,1,Inicio,16.8,984,16.8
Idade,06-10,FI,Finland,2024,16.5,3,1,Fim,16.8,983,16.5
Idade,11-15,FI,Finland,2024,14.5,3,2,Inicio,16.8,982,16.8
Idade,11-15,FI,Finland,2024,14.5,3,2,Fim,16.8,981,14.5
Idade,16-19,FI,Finland,2024,22.1,3,3,Inicio,16.8,980,16.8
Idade,16-19,FI,Finland,2024,22.1,3,3,Fim,16.8,979,22.1
Idade,20-24,FI,Finland,2024,39.2,3,4,Inicio,16.8,978,16.8
Idade,20-24,FI,Finland,2024,39.2,3,4,Fim,16.8,977,39.2
Idade,25-49,FI,Finland,2024,15.9,3,5,Inicio,16.8,976,16.8
Idade,25-49,FI,Finland,2024,15.9,3,5,Fim,16.8,975,15.9
Idade,50-64,FI,Finland,2024,14.9,3,6,Inicio,16.8,974,16.8
Idade,50-64,FI,Finland,2024,14.9,3,6,Fim,16.8,973,14.9
Idade,65-74,FI,Finland,2024,13.6,3,7,Inicio,16.8,972,16.8
Idade,65-74,FI,Finland,2024,13.6,3,7,Fim,16.8,971,13.6
Idade,75-00,FI,Finland,2024,12.9,3,8,Inicio,16.8,970,16.8
Idade,75-00,FI,Finland,2024,12.9,3,8,Fim,16.8,969,12.9
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",FI,Finland,2024,23.3,4,1,Inicio,16.8,968,16.8
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",FI,Finland,2024,23.3,4,1,Fim,16.8,967,23.3
Escolaridade,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FI,Finland,2024,20.1,4,2,Inicio,16.8,966,16.8
Escolaridade,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FI,Finland,2024,20.1,4,2,Fim,16.8,965,20.1
Escolaridade,Tertiary education (levels 5-8),FI,Finland,2024,7.1,4,3,Inicio,16.8,964,16.8
Escolaridade,Tertiary education (levels 5-8),FI,Finland,2024,7.1,4,3,Fim,16.8,963,7.1
Atividade,Employed persons,FI,Finland,2024,5,5,1,Inicio,16.8,962,16.8
Atividade,Employed persons,FI,Finland,2024,5,5,1,Fim,16.8,961,5
Atividade,Not employed persons,FI,Finland,2024,29,5,2,Inicio,16.8,960,16.8
Atividade,Not employed persons,FI,Finland,2024,29,5,2,Fim,16.8,959,29
Atividade,Employed persons except employees,FI,Finland,2024,13,5,3,Inicio,16.8,958,16.8
Atividade,Employed persons except employees,FI,Finland,2024,13,5,3,Fim,16.8,957,13
Atividade,Employees,FI,Finland,2024,4,5,4,Inicio,16.8,956,16.8
Atividade,Employees,FI,Finland,2024,4,5,4,Fim,16.8,955,4
Atividade,Unemployed persons,FI,Finland,2024,72,5,5,Inicio,16.8,954,16.8
Atividade,Unemployed persons,FI,Finland,2024,72,5,5,Fim,16.8,953,72
Atividade,Other persons outside the labour force,FI,Finland,2024,45.3,5,6,Inicio,16.8,952,16.8
Atividade,Other persons outside the labour force,FI,Finland,2024,45.3,5,6,Fim,16.8,951,45.3
Atividade,Retired persons,FI,Finland,2024,13.4,5,7,Inicio,16.8,950,16.8
Atividade,Retired persons,FI,Finland,2024,13.4,5,7,Fim,16.8,949,13.4
Rendimento,First quintile,FI,Finland,2024,71,6,1,Inicio,16.8,948,16.8
Rendimento,First quintile,FI,Finland,2024,71,6,1,Fim,16.8,947,71
Rendimento,Second quintile,FI,Finland,2024,7.5,6,2,Inicio,16.8,946,16.8
Rendimento,Second quintile,FI,Finland,2024,7.5,6,2,Fim,16.8,945,7.5
Rendimento,Third quintile,FI,Finland,2024,3.6,6,3,Inicio,16.8,944,16.8
Rendimento,Third quintile,FI,Finland,2024,3.6,6,3,Fim,16.8,943,3.6
Rendimento,Fourth quintile,FI,Finland,2024,1.6,6,4,Inicio,16.8,942,16.8
Rendimento,Fourth quintile,FI,Finland,2024,1.6,6,4,Fim,16.8,941,1.6
Rendimento,Fifth quintile,FI,Finland,2024,0.3,6,5,Inicio,16.8,940,16.8
Rendimento,Fifth quintile,FI,Finland,2024,0.3,6,5,Fim,16.8,939,0.3
Composição Agregado,One adult,FI,Finland,2024,32.8,7,1,Inicio,16.8,938,16.8
Composição Agregado,One adult,FI,Finland,2024,32.8,7,1,Fim,16.8,937,32.8
Composição Agregado,One adult younger than 65 years,FI,Finland,2024,36,7,2,Inicio,16.8,936,16.8
Composição Agregado,One adult younger than 65 years,FI,Finland,2024,36,7,2,Fim,16.8,935,36
Composição Agregado,One adult 65 years or over,FI,Finland,2024,27.2,7,3,Inicio,16.8,934,16.8
Composição Agregado,One adult 65 years or over,FI,Finland,2024,27.2,7,3,Fim,16.8,933,27.2
Composição Agregado,One single female,FI,Finland,2024,32,7,4,Inicio,16.8,932,16.8
Composição Agregado,One single female,FI,Finland,2024,32,7,4,Fim,16.8,931,32
Composição Agregado,One single male,FI,Finland,2024,33.6,7,5,Inicio,16.8,930,16.8
Composição Agregado,One single male,FI,Finland,2024,33.6,7,5,Fim,16.8,929,33.6
Composição Agregado,Two adults,FI,Finland,2024,7.5,7,6,Inicio,16.8,928,16.8
Composição Agregado,Two adults,FI,Finland,2024,7.5,7,6,Fim,16.8,927,7.5
Composição Agregado,Two adults younger than 65 years,FI,Finland,2024,10.3,7,7,Inicio,16.8,926,16.8
Composição Agregado,Two adults younger than 65 years,FI,Finland,2024,10.3,7,7,Fim,16.8,925,10.3
Composição Agregado,"Two adults, at least one aged 65 years or over",FI,Finland,2024,4.5,7,8,Inicio,16.8,924,16.8
Composição Agregado,"Two adults, at least one aged 65 years or over",FI,Finland,2024,4.5,7,8,Fim,16.8,923,4.5
Composição Agregado,Household without dependent children,FI,Finland,2024,18.5,7,9,Inicio,16.8,922,16.8
Composição Agregado,Household without dependent children,FI,Finland,2024,18.5,7,9,Fim,16.8,921,18.5
Composição Agregado,Household with dependent children,FI,Finland,2024,14.3,7,10,Inicio,16.8,920,16.8
Composição Agregado,Household with dependent children,FI,Finland,2024,14.3,7,10,Fim,16.8,919,14.3
Composição Agregado,One adult with dependent children,FI,Finland,2024,29.5,7,11,Inicio,16.8,918,16.8
Composição Agregado,One adult with dependent children,FI,Finland,2024,29.5,7,11,Fim,16.8,917,29.5
Composição Agregado,Two or more adults without dependent children,FI,Finland,2024,7.5,7,12,Inicio,16.8,916,16.8
Composição Agregado,Two or more adults without dependent children,FI,Finland,2024,7.5,7,12,Fim,16.8,915,7.5
Composição Agregado,Two or more adults with dependent children,FI,Finland,2024,10.9,7,13,Inicio,16.8,914,16.8
Composição Agregado,Two or more adults with dependent children,FI,Finland,2024,10.9,7,13,Fim,16.8,913,10.9
Composição Agregado,Two adults with one dependent child,FI,Finland,2024,6.9,7,14,Inicio,16.8,912,16.8
Composição Agregado,Two adults with one dependent child,FI,Finland,2024,6.9,7,14,Fim,16.8,911,6.9
Composição Agregado,Two adults with two dependent children,FI,Finland,2024,8.3,7,15,Inicio,16.8,910,16.8
Composição Agregado,Two adults with two dependent children,FI,Finland,2024,8.3,7,15,Fim,16.8,909,8.3
Composição Agregado,Two adults with three or more dependent children,FI,Finland,2024,18.8,7,16,Inicio,16.8,908,16.8
Composição Agregado,Two adults with three or more dependent children,FI,Finland,2024,18.8,7,16,Fim,16.8,907,18.8
Composição Agregado,Three or more adults,FI,Finland,2024,8,7,17,Inicio,16.8,906,16.8
Composição Agregado,Three or more adults,FI,Finland,2024,8,7,17,Fim,16.8,905,8
Composição Agregado,Three or more adults with dependent children,FI,Finland,2024,11.2,7,18,Inicio,16.8,904,16.8
Composição Agregado,Three or more adults with dependent children,FI,Finland,2024,11.2,7,18,Fim,16.8,903,11.2
Alojamento,"Owner, with mortgage or loan",FI,Finland,2024,6.1,8,1,Inicio,16.8,902,16.8
Alojamento,"Owner, with mortgage or loan",FI,Finland,2024,6.1,8,1,Fim,16.8,901,6.1
Alojamento,"Owner, no outstanding mortgage or housing loan",FI,Finland,2024,10.2,8,2,Inicio,16.8,900,16.8
Alojamento,"Owner, no outstanding mortgage or housing loan",FI,Finland,2024,10.2,8,2,Fim,16.8,899,10.2
Alojamento,"Tenant, rent at market price",FI,Finland,2024,35.3,8,3,Inicio,16.8,898,16.8
Alojamento,"Tenant, rent at market price",FI,Finland,2024,35.3,8,3,Fim,16.8,897,35.3
Alojamento,"Tenant, rent at reduced price or free",FI,Finland,2024,36.6,8,4,Inicio,16.8,896,16.8
Alojamento,"Tenant, rent at reduced price or free",FI,Finland,2024,36.6,8,4,Fim,16.8,895,36.6
Urbanização,Cities,FI,Finland,2024,19.2,9,1,Inicio,16.8,894,16.8
Urbanização,Cities,FI,Finland,2024,19.2,9,1,Fim,16.8,893,19.2
Urbanização,Towns and suburbs,FI,Finland,2024,14.9,9,2,Inicio,16.8,892,16.8
Urbanização,Towns and suburbs,FI,Finland,2024,14.9,9,2,Fim,16.8,891,14.9
Urbanização,Rural areas,FI,Finland,2024,15.5,9,3,Inicio,16.8,890,16.8
Urbanização,Rural areas,FI,Finland,2024,15.5,9,3,Fim,16.8,889,15.5
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",FI,Finland,2024,49.4,10,1,Inicio,16.8,888,16.8
Escolaridade Pais,"Less than primary, primary and lower secondary education (levels 0-2)",FI,Finland,2024,49.4,10,1,Fim,16.8,887,49.4
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FI,Finland,2024,28.1,10,2,Inicio,16.8,886,16.8
Escolaridade Pais,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FI,Finland,2024,28.1,10,2,Fim,16.8,885,28.1
Escolaridade Pais,Tertiary education (levels 5-8),FI,Finland,2024,6.8,10,3,Inicio,16.8,884,16.8
Escolaridade Pais,Tertiary education (levels 5-8),FI,Finland,2024,6.8,10,3,Fim,16.8,883,6.8
Cidadania,Reporting country,FI,Finland,2024,15.7,11,1,Inicio,16.8,882,16.8
Cidadania,Reporting country,FI,Finland,2024,15.7,11,1,Fim,16.8,881,15.7
Cidadania,Foreign country,FI,Finland,2024,35.7,11,2,Inicio,16.8,880,16.8
Cidadania,Foreign country,FI,Finland,2024,35.7,11,2,Fim,16.8,879,35.7
Cidadania,EU27 countries (from 2020) except reporting country,FI,Finland,2024,24.2,11,3,Inicio,16.8,878,16.8
Cidadania,EU27 countries (from 2020) except reporting country,FI,Finland,2024,24.2,11,3,Fim,16.8,877,24.2
Cidadania,Non-EU27 countries (from 2020) nor reporting country,FI,Finland,2024,40.8,11,4,Inicio,16.8,876,16.8
Cidadania,Non-EU27 countries (from 2020) nor reporting country,FI,Finland,2024,40.8,11,4,Fim,16.8,875,40.8
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,FI,Finland,2024,41.3,11,5,Inicio,16.8,874,16.8
Cidadania,Non-EU28 countries (2013-2020) nor reporting country,FI,Finland,2024,41.3,11,5,Fim,16.8,873,41.3
Cidadania,EU28 countries (2013-2020) except reporting country,FI,Finland,2024,24.5,11,6,Inicio,16.8,872,16.8
Cidadania,EU28 countries (2013-2020) except reporting country,FI,Finland,2024,24.5,11,6,Fim,16.8,871,24.5
Pais de Nascimento,Reporting country,FI,Finland,2024,15.6,12,1,Inicio,16.8,870,16.8
Pais de Nascimento,Reporting country,FI,Finland,2024,15.6,12,1,Fim,16.8,869,15.6
Pais de Nascimento,Foreign country,FI,Finland,2024,30.4,12,2,Inicio,16.8,868,16.8
Pais de Nascimento,Foreign country,FI,Finland,2024,30.4,12,2,Fim,16.8,867,30.4
Pais de Nascimento,EU27 countries (from 2020) except reporting country,FI,Finland,2024,19.3,12,3,Inicio,16.8,866,16.8
Pais de Nascimento,EU27 countries (from 2020) except reporting country,FI,Finland,2024,19.3,12,3,Fim,16.8,865,19.3
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,FI,Finland,2024,34.7,12,4,Inicio,16.8,864,16.8
Pais de Nascimento,Non-EU27 countries (from 2020) nor reporting country,FI,Finland,2024,34.7,12,4,Fim,16.8,863,34.7
Total,Total,FR,France,2024,20.5,1,1,Inicio,20.5,1000,20.5
Total,Total,FR,France,2024,20.5,1,1,Fim,20.5,800,20.5
Sexo,Males,FR,France,2024,19.2,2,1,Inicio,20.5,988,20.5
Sexo,Males,FR,France,2024,19.2,2,1,Fim,20.5,987,19.2
Sexo,Females,FR,France,2024,21.7,2,2,Inicio,20.5,986,20.5
Sexo,Females,FR,France,2024,21.7,2,2,Fim,20.5,985,21.7
Idade,06-10,FR,France,2024,25.2,3,1,Inicio,20.5,984,20.5
Idade,06-10,FR,France,2024,25.2,3,1,Fim,20.5,983,25.2
Idade,11-15,FR,France,2024,29.2,3,2,Inicio,20.5,982,20.5
Idade,11-15,FR,France,2024,29.2,3,2,Fim,20.5,981,29.2
Idade,16-19,FR,France,2024,28.3,3,3,Inicio,20.5,980,20.5
Idade,16-19,FR,France,2024,28.3,3,3,Fim,20.5,979,28.3
Idade,20-24,FR,France,2024,25.5,3,4,Inicio,20.5,978,20.5
Idade,20-24,FR,France,2024,25.5,3,4,Fim,20.5,977,25.5
Idade,25-49,FR,France,2024,18.4,3,5,Inicio,20.5,976,20.5
Idade,25-49,FR,France,2024,18.4,3,5,Fim,20.5,975,18.4
Idade,50-64,FR,France,2024,21.5,3,6,Inicio,20.5,974,20.5
Idade,50-64,FR,France,2024,21.5,3,6,Fim,20.5,973,21.5
Idade,65-74,FR,France,2024,15.3,3,7,Inicio,20.5,972,20.5
Idade,65-74,FR,France,2024,15.3,3,7,Fim,20.5,971,15.3
Idade,75-00,FR,France,2024,13.7,3,8,Inicio,20.5,970,20.5
Idade,75-00,FR,France,2024,13.7,3,8,Fim,20.5,969,13.7
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",FR,France,2024,31.6,4,1,Inicio,20.5,968,20.5
Escolaridade,"Less than primary, primary and lower secondary education (levels 0-2)",FR,France,2024,31.6,4,1,Fim,20.5,967,31.6
Escolaridade,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FR,France,2024,19.6,4,2,Inicio,20.5,966,20.5
Escolaridade,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),FR,France,2024,19.6,4,2,Fim,20.5,965,19.6
Escolaridade,Tertiary education (levels 5-8),FR,France,2024,9.5,4,3,Inicio,20.5,964,20.5
Escolaridade,Tertiary education (levels 5-8),FR,France,2024,9.5,4,3,Fim,20.5,963,9.5
Atividade,Employed persons,FR,France,2024,11.1,5,1,Inicio,20.5,962,20.5
Atividade,Employed persons,FR,France,2024,11.1,5,1,Fim,20.5,961,11.1
Atividade,Not employed persons,FR,France,2024,27.5,5,2,Inicio,20.5,960,20.5
Atividade,Not employed persons,FR,France,2024,27.5,5,2,Fim,20.5,959,27.5
Atividade,Employed persons except employees,FR,France,2024,23.8,5,3,Inicio,20.5,958,20.5
Atividade,Employed persons except employees,FR,France,2024,23.8,5,3,Fim,20.5,957,23.8
Atividade,Employees,FR,France,2024,9.3,5,4,Inicio,20.5,956,20.5
Atividade,Employees,FR,France,2024,9.3,5,4,Fim,20.5,955,9.3
Atividade,Unemployed persons,FR,France,2024,62.2,5,5,Inicio,20.5,954,20.5
Atividade,Unemployed persons,FR,France,2024,62.2,5,5,Fim,20.5,953,62.2
Atividade,Other persons outside the labour force,FR,France,2024,46.9,5,6,Inicio,20.5,952,20.5
Atividade,Other persons outside the labour force,FR,France,2024,46.9,5,6,Fim,20.5,951,46.9
Atividade,Retired persons,FR,France,2024,13.7,5,7,Inicio,20.5,950,20.5
Atividade,Retired persons,FR,France,2024,13.7,5,7,Fim,20.5,949,13.7
Rendimento,First quintile,FR,France,2024,84.6,6,1,Inicio,20.5,948,20.5
Rendimento,First quintile,FR,France,2024,84.6,6,1,Fim,20.5,947,84.6
Rendimento,Second quintile,FR,France,2024,11.8,6,2,Inicio,20.5,946,20.5
Rendimento,Second quintile,FR,France,2024,11.8,6,2,Fim,20.5,945,11.8
Rendimento,Third quintile,FR,France,2024,3.7,6,3,Inicio,20.5,944,20.5
Rendimento,Third quintile,FR,France,2024,3.7,6,3,Fim,20.5,943,3.7
Rendimento,Fourth quintile,FR,France,2024,1.9,6,4,Inicio,20.5,942,20.5
Rendimento,Fourth quintile,FR,France,2024,1.9,6,4,Fim,20.5,941,1.9
Rendimento,Fifth quintile,FR,France,2024,0.5,6,5,Inicio,20.5,940,20.5
Rendimento,Fifth quintile,FR,France,2024,0.5,6,5,Fim,20.5,939,0.5
Composição Agregado,One adult,FR,France,2024,27.2,7,1,Inicio,20.5,938,20.5
Composição Agregado,One adult,FR,France,2024,27.2,7,1,Fim,20.5,937,27.2
Composição Agregado,One adult younger than 65 years,FR,France,2024,31.2,7,2,Inicio,20.5,936,20.5
Composição Agregado,One adult younger than 65 years,FR,France,2024,31.2,7,2,Fim,20.5,935,31.2
Composição Agregado,One adult 65 years or over,FR,France,2024,21.9,7,3,Inicio,20.5,934,20.5
Composição Agregado,One adult 65 years or over,FR,France,2024,21.9,7,3,Fim,20.5,933,21.9
Composição Agregado,One single female,FR,France,2024,27.5,7,4,Inicio,20.5,932,20.5
Composição Agregado,One single female,FR,France,2024,27.5,7,4,Fim,20.5,931,27.5
Composição Agregado,One single male,FR,France,2024,26.9,7,5,Inicio,20.5,930,20.5
Composição Agregado,One single male,FR,France,2024,26.9,7,5,Fim,20.5,929,26.9
Composição Agregado,Two adults,FR,France,2024,11.9,7,6,Inicio,20.5,928,20.5
Composição Agregado,Two adults,FR,France,2024,11.9,7,6,Fim,20.5,927,11.9
Composição Agregado,Two adults younger than 65 years,FR,France,2024,12.6,7,7,Inicio,20.5,926,20.5
Composição Agregado,Two adults younger than 65 years,FR,France,2024,12.6,7,7,Fim,20.5,925,12.6
Composição Agregado,"Two adults, at least one aged 65 years or over",FR,France,2024,11.3,7,8,Inicio,20.5,924,20.5
Composição Agregado,"Two adults, at least one aged 65 years or over",FR,France,2024,11.3,7,8,Fim,20.5,923,11.3
Composição Agregado,Household without dependent children,FR,France,2024,17.7,7,9,Inicio,20.5,922,20.5
Composição Agregado,Household without dependent children,FR,France,2024,17.7,7,9,Fim,20.5,921,17.7
Composição Agregado,Household with dependent children,FR,France,2024,23.3,7,10,Inicio,20.5,920,20.5
Composição Agregado,Household with dependent children,FR,France,2024,23.3,7,10,Fim,20.5,919,23.3
Composição Agregado,One adult with dependent children,FR,France,2024,48,7,11,Inicio,20.5,918,20.5
Composição Agregado,One adult with dependent children,FR,France,2024,48,7,11,Fim,20.5,917,48
Composição Agregado,Two or more adults without dependent children,FR,France,2024,12,7,12,Inicio,20.5,916,20.5
Composição Agregado,Two or more adults without dependent children,FR,France,2024,12,7,12,Fim,20.5,915,12
Composição Agregado,Two or more adults with dependent children,FR,France,2024,18.7,7,13,Inicio,20.5,914,20.5
Composição Agregado,Two or more adults with dependent children,FR,France,2024,18.7,7,13,Fim,20.5,913,18.7
Composição Agregado,Two adults with one dependent child,FR,France,2024,14.2,7,14,Inicio,20.5,912,20.5
Composição Agregado,Two adults with one dependent child,FR,France,2024,14.2,7,14,Fim,20.5,911,14.2
Composição Agregado,Two adults with two dependent children,FR,France,2024,11.7,7,15,Inicio,20.5,910,20.5
Composição Agregado,Two adults with two dependent children,FR,France,2024,11.7,7,15,Fim,20.5,909,11.7
Composição Agregado,Two adults with three or more dependent children,FR,France,2024,32.1,7,16,Inicio,20.5,908,20.5
Composição Agregado,Two adults with three or more dependent children,FR,France,2024,32.1,7,16,Fim,20.5,907,32.1
Composição Agregado,Three or more adults,FR,France,2024,12.7,7,17,Inicio,20.5,906,20.5
Composição Agregado,Three or more adults,FR,France,2024,12.7,7,17,Fim,20.5,905,12.7
Composição Agregado,Three or more adults with dependent children,FR,France,2024,25.3,7,18,Inicio,20.5,904,20.5
Composição Agregado,Three or more adults with dependent children,FR,France,2024,25.3,7,18,Fim,20.5,903,25.3
Alojamento,"Owner, with mortgage or loan",FR,France,2024,8.3,8,1,Inicio,20.5,902,20.5
Alojamento,"Owner, with mortgage or loan",FR,France,2024,8.3,8,1,Fim,20.5,901,8.3
Alojamento,"Owner, no outstanding mortgage or housing loan",FR,France,2024,11.9,8,2,Inicio,20.5,900,20.5
Alojamento,"Owner, no outstanding mortgage or housing loan",FR,France,2024,11.9,8,2,Fim,20.5,899,11.9
Alojamento,"Tenant, rent at market price",FR,France,2024,29.8,8,3,Inicio,20.5,898,20.5
Alojamento,"Tenant, rent at market price",FR,France,2024,29.8,8,3,Fim,20.5,897,29.8
