Pais_Desc,Pais_Cod,Mes,Taxa,TaxaEA,Diferenca,N4,N3,N2,N1,P1,P2,P3,P4,Sinal,,,,,,5
Alemanha,DE,2019/01/15,3,7.9,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Alemanha,DE,2019/02/15,3,7.8,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Alemanha,DE,2019/03/15,3,7.7,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Alemanha,DE,2019/04/15,2.9,7.7,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Alemanha,DE,2019/05/15,2.9,7.6,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Alemanha,DE,2019/06/15,2.9,7.5,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Alemanha,DE,2019/07/15,2.9,7.5,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Alemanha,DE,2019/08/15,2.9,7.5,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Alemanha,DE,2019/09/15,2.9,7.5,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Alemanha,DE,2019/10/15,2.9,7.4,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Alemanha,DE,2019/11/15,3,7.5,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Alemanha,DE,2019/12/15,3.1,7.5,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Alemanha,DE,2020/01/15,3.2,7.5,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Alemanha,DE,2020/02/15,3.3,7.3,-4,0,0,0,4,0,0,0,0,N,,,,,,
Alemanha,DE,2020/03/15,3.4,7.2,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Alemanha,DE,2020/04/15,3.5,7.4,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Alemanha,DE,2020/05/15,3.7,7.7,-4,0,0,0,4,0,0,0,0,N,,,,,,
Alemanha,DE,2020/06/15,3.8,8.1,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Alemanha,DE,2020/07/15,3.8,8.5,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Alemanha,DE,2020/08/15,3.9,8.6,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Alemanha,DE,2020/09/15,3.8,8.6,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Alemanha,DE,2020/10/15,3.8,8.4,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Alemanha,DE,2020/11/15,3.8,8.2,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Alemanha,DE,2020/12/15,3.8,8.2,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Alemanha,DE,2021/01/15,3.9,8.3,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Alemanha,DE,2021/02/15,3.9,8.3,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Alemanha,DE,2021/03/15,3.9,8.2,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Alemanha,DE,2021/04/15,3.8,8.3,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Alemanha,DE,2021/05/15,3.7,8.1,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Alemanha,DE,2021/06/15,3.6,7.9,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Alemanha,DE,2021/07/15,3.5,7.7,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Alemanha,DE,2021/08/15,3.4,7.6,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Alemanha,DE,2021/09/15,3.4,7.4,-4,0,0,0,4,0,0,0,0,N,,,,,,
Alemanha,DE,2021/10/15,3.4,7.3,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Alemanha,DE,2021/11/15,3.4,7.2,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Alemanha,DE,2021/12/15,3.4,7.1,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/01/15,3.3,7,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/02/15,3.2,6.9,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/03/15,3.2,6.9,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/04/15,3.1,6.8,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/05/15,3.1,6.8,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/06/15,3.1,6.8,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/07/15,3.1,6.7,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Alemanha,DE,2022/08/15,3.1,6.8,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2022/09/15,3.2,6.7,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Alemanha,DE,2022/10/15,3.1,6.7,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Alemanha,DE,2022/11/15,3.1,6.7,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Alemanha,DE,2022/12/15,3.1,6.8,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2023/01/15,3,6.7,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Alemanha,DE,2023/02/15,3,6.6,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Alemanha,DE,2023/03/15,3,6.6,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Alemanha,DE,2023/04/15,3,6.5,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Alemanha,DE,2023/05/15,3,6.5,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Alemanha,DE,2023/06/15,3,6.5,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Alemanha,DE,2023/07/15,3,6.6,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Alemanha,DE,2023/08/15,3.1,6.6,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Alemanha,DE,2023/09/15,3.1,6.6,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Alemanha,DE,2023/10/15,3.2,6.6,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Alemanha,DE,2023/11/15,3.2,6.6,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Alemanha,DE,2023/12/15,3.2,6.5,-3.3,0,0,0,3.3,0,0,0,0,N,,,,,,
Alemanha,DE,2024/01/15,3.2,6.6,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Alemanha,DE,2024/02/15,3.3,6.6,-3.3,0,0,0,3.3,0,0,0,0,N,,,,,,
Alemanha,DE,2024/03/15,3.3,6.5,-3.2,0,0,0,3.2,0,0,0,0,N,,,,,,
Alemanha,DE,2024/04/15,3.4,6.4,-3,0,0,0,3,0,0,0,0,N,,,,,,
Alemanha,DE,2024/05/15,3.4,6.4,-3,0,0,0,3,0,0,0,0,N,,,,,,
Alemanha,DE,2024/06/15,3.4,6.4,-3,0,0,0,3,0,0,0,0,N,,,,,,
Alemanha,DE,2024/07/15,3.4,6.4,-3,0,0,0,3,0,0,0,0,N,,,,,,
Alemanha,DE,2024/08/15,3.4,6.3,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Alemanha,DE,2024/09/15,3.4,6.3,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Alemanha,DE,2024/10/15,3.4,6.3,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Alemanha,DE,2024/11/15,3.4,6.2,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Alemanha,DE,2024/12/15,3.5,6.3,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Alemanha,DE,2025/01/15,3.5,6.3,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Alemanha,DE,2025/02/15,3.6,6.3,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Alemanha,DE,2025/03/15,3.6,6.4,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Alemanha,DE,2025/04/15,3.7,6.3,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Alemanha,DE,2025/05/15,3.7,6.4,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Alemanha,DE,2025/06/15,3.7,6.3,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/01/15,5,9.4,-4.4,0,0,0,4.4,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/02/15,4.6,9.4,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/03/15,4.4,9.3,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/04/15,4.4,9.2,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/05/15,4.5,9.1,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/06/15,4.4,9.1,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/07/15,4.2,9,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/08/15,4.1,9,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/09/15,4,8.9,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/10/15,4,8.8,-4.8,0,0,0,4.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/11/15,4.1,8.8,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2000/12/15,4.1,8.7,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/01/15,4.3,8.6,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/02/15,4.4,8.5,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/03/15,4.4,8.5,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/04/15,4.3,8.5,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/05/15,4.3,8.5,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/06/15,4.4,8.5,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/07/15,4.5,8.5,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/08/15,4.7,8.5,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/09/15,4.7,8.5,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/10/15,4.7,8.5,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/11/15,4.7,8.6,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2001/12/15,4.7,8.6,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/01/15,4.6,8.6,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/02/15,4.4,8.6,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/03/15,4.3,8.6,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/04/15,4.3,8.6,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/05/15,4.4,8.7,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/06/15,4.5,8.7,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/07/15,4.8,8.8,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/08/15,5,8.8,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/09/15,5,8.9,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/10/15,4.9,8.9,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/11/15,4.8,8.9,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2002/12/15,4.7,9,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/01/15,4.8,9.1,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/02/15,5,9.1,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/03/15,5.2,9.2,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/04/15,5.4,9.2,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/05/15,5.6,9.2,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/06/15,5.6,9.2,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/07/15,5.4,9.2,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/08/15,5.4,9.2,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/09/15,5.5,9.2,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/10/15,5.7,9.2,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/11/15,5.8,9.2,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Dinamarca,DK,2003/12/15,5.8,9.3,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/01/15,5.8,9.4,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/02/15,5.7,9.4,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/03/15,5.5,9.4,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/04/15,5.5,9.4,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/05/15,5.4,9.4,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/06/15,5.5,9.3,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/07/15,5.6,9.4,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/08/15,5.6,9.4,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/09/15,5.6,9.4,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/10/15,5.4,9.4,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/11/15,5.3,9.4,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2004/12/15,5.3,9.4,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/01/15,5.3,9.3,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/02/15,5.2,9.3,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/03/15,5.2,9.3,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/04/15,5.2,9.4,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/05/15,5,9.3,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/06/15,5,9.3,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/07/15,5,9.2,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/08/15,4.7,9.2,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/09/15,4.5,9.2,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/10/15,4.3,9.2,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/11/15,4.1,9.1,-5,0,0,0,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2005/12/15,4.1,9.1,-5,0,0,0,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/01/15,4.1,9,-4.9,0,0,0,4.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/02/15,4.2,8.9,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/03/15,4.2,8.8,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/04/15,4.2,8.7,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/05/15,4.1,8.6,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/06/15,4,8.5,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/07/15,3.8,8.4,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/08/15,3.7,8.4,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/09/15,3.6,8.3,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/10/15,3.5,8.2,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/11/15,3.6,8.2,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2006/12/15,3.8,8.1,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/01/15,4.1,8,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/02/15,3.9,7.9,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/03/15,3.7,7.8,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/04/15,3.5,7.7,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/05/15,3.6,7.7,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/06/15,3.7,7.6,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/07/15,4,7.6,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/08/15,4,7.6,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/09/15,4.1,7.5,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/10/15,3.7,7.5,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/11/15,3.7,7.4,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2007/12/15,3.3,7.5,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/01/15,3.2,7.4,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/02/15,3.5,7.4,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/03/15,3.6,7.4,-3.8,0,0,0,3.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/04/15,3.2,7.5,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/05/15,3.5,7.5,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/06/15,3.7,7.6,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/07/15,3.7,7.6,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/08/15,3.8,7.7,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/09/15,3.8,7.8,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/10/15,3.6,7.9,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/11/15,4.6,8.1,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2008/12/15,4.2,8.4,-4.2,0,0,0,4.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/01/15,5.4,8.8,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/02/15,5,9.1,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/03/15,5.4,9.4,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/04/15,6.2,9.5,-3.3,0,0,0,3.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/05/15,6,9.6,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/06/15,7.4,9.7,-2.3,0,0,0,2.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/07/15,5.8,9.8,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/08/15,7.1,9.9,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/09/15,7.2,10,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/10/15,7,10.1,-3.1,0,0,0,3.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/11/15,7.3,10.2,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2009/12/15,7.5,10.2,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/01/15,7.5,10.3,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/02/15,7.7,10.3,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/03/15,7.8,10.3,-2.5,0,0,0,2.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/04/15,7.7,10.4,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/05/15,7.6,10.4,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/06/15,8,10.3,-2.3,0,0,0,2.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/07/15,7.7,10.3,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/08/15,7.6,10.2,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/09/15,7.6,10.2,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/10/15,8.1,10.3,-2.2,0,0,0,2.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/11/15,7.5,10.2,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2010/12/15,8.2,10.2,-2,0,0,0,2,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/01/15,8,10.1,-2.1,0,0,0,2.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/02/15,7.8,10.1,-2.3,0,0,0,2.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/03/15,7.9,10.1,-2.2,0,0,0,2.2,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/04/15,7.3,10,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/05/15,7.8,10.1,-2.3,0,0,0,2.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/06/15,7.3,10.1,-2.8,0,0,0,2.8,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/07/15,8.2,10.2,-2,0,0,0,2,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/08/15,7.6,10.3,-2.7,0,0,0,2.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/09/15,7,10.5,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/10/15,8.2,10.6,-2.4,0,0,0,2.4,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/11/15,8.1,10.7,-2.6,0,0,0,2.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2011/12/15,7.9,10.8,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/01/15,7.5,10.9,-3.4,0,0,0,3.4,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/02/15,8.1,11,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/03/15,7.6,11.2,-3.6,0,0,0,3.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/04/15,8.4,11.3,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/05/15,8.5,11.4,-2.9,0,0,0,2.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/06/15,7.8,11.5,-3.7,0,0,0,3.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/07/15,7.5,11.6,-4.1,0,0,0,4.1,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/08/15,8.1,11.6,-3.5,0,0,0,3.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/09/15,7.7,11.7,-4,0,0,0,4,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/10/15,7.6,11.9,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/11/15,7.3,12,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2012/12/15,7.4,12,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/01/15,7.9,12.2,-4.3,0,0,0,4.3,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/02/15,7.2,12.2,-5,0,0,0,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/03/15,7.5,12.2,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/04/15,8.3,12.2,-3.9,0,0,0,3.9,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/05/15,6.6,12.2,-5.6,0,0,0.6,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/06/15,7.5,12.2,-4.7,0,0,0,4.7,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/07/15,7.5,12.1,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/08/15,7.1,12.1,-5,0,0,0,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/09/15,7.5,12.1,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/10/15,6.8,12.1,-5.3,0,0,0.3,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/11/15,7.6,12.1,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2013/12/15,6.9,12,-5.1,0,0,0.1,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/01/15,7.5,12,-4.5,0,0,0,4.5,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/02/15,6.9,12,-5.1,0,0,0.1,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/03/15,6.7,11.9,-5.2,0,0,0.2,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/04/15,6.7,11.8,-5.1,0,0,0.1,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/05/15,6.8,11.8,-5,0,0,0,5,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/06/15,7,11.6,-4.6,0,0,0,4.6,0,0,0,0,N,,,,,,
Dinamarca,DK,2014/07/15,6.5,11.7,-5.2,0,0,0.2,5,0,0,0,0,N,,,,,,
