STRUCTURE_NAME,Tipo,Valor,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,SequenciaTipo,SequenciaValor,Attribute,qryNacional.X,Y,X
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,DK,Denmark,2024,9.4,7,13,Fim,18,913,9.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,DK,Denmark,2024,7,7,14,Inicio,18,912,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,DK,Denmark,2024,7,7,14,Fim,18,911,7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,DK,Denmark,2024,8.7,7,15,Inicio,18,910,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,DK,Denmark,2024,8.7,7,15,Fim,18,909,8.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,DK,Denmark,2024,16.4,7,16,Inicio,18,908,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,DK,Denmark,2024,16.4,7,16,Fim,18,907,16.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,DK,Denmark,2024,18.6,7,17,Inicio,18,906,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,DK,Denmark,2024,18.6,7,17,Fim,18,905,18.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,DK,Denmark,2024,4.2,7,18,Inicio,18,904,18
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,DK,Denmark,2024,4.2,7,18,Fim,18,903,4.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,EE,Estonia,2024,50.2,7,1,Inicio,22.2,938,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,EE,Estonia,2024,50.2,7,1,Fim,22.2,937,50.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,EE,Estonia,2024,34.1,7,2,Inicio,22.2,936,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,EE,Estonia,2024,34.1,7,2,Fim,22.2,935,34.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,EE,Estonia,2024,71.5,7,3,Inicio,22.2,934,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,EE,Estonia,2024,71.5,7,3,Fim,22.2,933,71.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,EE,Estonia,2024,55.7,7,4,Inicio,22.2,932,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,EE,Estonia,2024,55.7,7,4,Fim,22.2,931,55.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,EE,Estonia,2024,42.8,7,5,Inicio,22.2,930,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,EE,Estonia,2024,42.8,7,5,Fim,22.2,929,42.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,EE,Estonia,2024,14.7,7,6,Inicio,22.2,928,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,EE,Estonia,2024,14.7,7,6,Fim,22.2,927,14.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,EE,Estonia,2024,13.1,7,7,Inicio,22.2,926,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,EE,Estonia,2024,13.1,7,7,Fim,22.2,925,13.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",EE,Estonia,2024,16.5,7,8,Inicio,22.2,924,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",EE,Estonia,2024,16.5,7,8,Fim,22.2,923,16.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,EE,Estonia,2024,29.9,7,9,Inicio,22.2,922,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,EE,Estonia,2024,29.9,7,9,Fim,22.2,921,29.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,EE,Estonia,2024,14.9,7,10,Inicio,22.2,920,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,EE,Estonia,2024,14.9,7,10,Fim,22.2,919,14.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,EE,Estonia,2024,35.3,7,11,Inicio,22.2,918,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,EE,Estonia,2024,35.3,7,11,Fim,22.2,917,35.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,EE,Estonia,2024,14,7,12,Inicio,22.2,916,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,EE,Estonia,2024,14,7,12,Fim,22.2,915,14
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,EE,Estonia,2024,12.5,7,13,Inicio,22.2,914,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,EE,Estonia,2024,12.5,7,13,Fim,22.2,913,12.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,EE,Estonia,2024,11.4,7,14,Inicio,22.2,912,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,EE,Estonia,2024,11.4,7,14,Fim,22.2,911,11.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,EE,Estonia,2024,12.1,7,15,Inicio,22.2,910,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,EE,Estonia,2024,12.1,7,15,Fim,22.2,909,12.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,EE,Estonia,2024,14,7,16,Inicio,22.2,908,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,EE,Estonia,2024,14,7,16,Fim,22.2,907,14
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,EE,Estonia,2024,11.3,7,17,Inicio,22.2,906,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,EE,Estonia,2024,11.3,7,17,Fim,22.2,905,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,EE,Estonia,2024,13.2,7,18,Inicio,22.2,904,22.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,EE,Estonia,2024,13.2,7,18,Fim,22.2,903,13.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,FI,Finland,2024,32.8,7,1,Inicio,16.8,938,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,FI,Finland,2024,32.8,7,1,Fim,16.8,937,32.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,FI,Finland,2024,36,7,2,Inicio,16.8,936,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,FI,Finland,2024,36,7,2,Fim,16.8,935,36
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,FI,Finland,2024,27.2,7,3,Inicio,16.8,934,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,FI,Finland,2024,27.2,7,3,Fim,16.8,933,27.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,FI,Finland,2024,32,7,4,Inicio,16.8,932,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,FI,Finland,2024,32,7,4,Fim,16.8,931,32
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,FI,Finland,2024,33.6,7,5,Inicio,16.8,930,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,FI,Finland,2024,33.6,7,5,Fim,16.8,929,33.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,FI,Finland,2024,7.5,7,6,Inicio,16.8,928,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,FI,Finland,2024,7.5,7,6,Fim,16.8,927,7.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,FI,Finland,2024,10.3,7,7,Inicio,16.8,926,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,FI,Finland,2024,10.3,7,7,Fim,16.8,925,10.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",FI,Finland,2024,4.5,7,8,Inicio,16.8,924,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",FI,Finland,2024,4.5,7,8,Fim,16.8,923,4.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,FI,Finland,2024,18.5,7,9,Inicio,16.8,922,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,FI,Finland,2024,18.5,7,9,Fim,16.8,921,18.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,FI,Finland,2024,14.3,7,10,Inicio,16.8,920,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,FI,Finland,2024,14.3,7,10,Fim,16.8,919,14.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,FI,Finland,2024,29.5,7,11,Inicio,16.8,918,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,FI,Finland,2024,29.5,7,11,Fim,16.8,917,29.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,FI,Finland,2024,7.5,7,12,Inicio,16.8,916,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,FI,Finland,2024,7.5,7,12,Fim,16.8,915,7.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,FI,Finland,2024,10.9,7,13,Inicio,16.8,914,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,FI,Finland,2024,10.9,7,13,Fim,16.8,913,10.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,FI,Finland,2024,6.9,7,14,Inicio,16.8,912,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,FI,Finland,2024,6.9,7,14,Fim,16.8,911,6.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,FI,Finland,2024,8.3,7,15,Inicio,16.8,910,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,FI,Finland,2024,8.3,7,15,Fim,16.8,909,8.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,FI,Finland,2024,18.8,7,16,Inicio,16.8,908,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,FI,Finland,2024,18.8,7,16,Fim,16.8,907,18.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,FI,Finland,2024,8,7,17,Inicio,16.8,906,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,FI,Finland,2024,8,7,17,Fim,16.8,905,8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,FI,Finland,2024,11.2,7,18,Inicio,16.8,904,16.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,FI,Finland,2024,11.2,7,18,Fim,16.8,903,11.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,FR,France,2024,27.2,7,1,Inicio,20.5,938,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,FR,France,2024,27.2,7,1,Fim,20.5,937,27.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,FR,France,2024,31.2,7,2,Inicio,20.5,936,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,FR,France,2024,31.2,7,2,Fim,20.5,935,31.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,FR,France,2024,21.9,7,3,Inicio,20.5,934,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,FR,France,2024,21.9,7,3,Fim,20.5,933,21.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,FR,France,2024,27.5,7,4,Inicio,20.5,932,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,FR,France,2024,27.5,7,4,Fim,20.5,931,27.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,FR,France,2024,26.9,7,5,Inicio,20.5,930,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,FR,France,2024,26.9,7,5,Fim,20.5,929,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,FR,France,2024,11.9,7,6,Inicio,20.5,928,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,FR,France,2024,11.9,7,6,Fim,20.5,927,11.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,FR,France,2024,12.6,7,7,Inicio,20.5,926,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,FR,France,2024,12.6,7,7,Fim,20.5,925,12.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",FR,France,2024,11.3,7,8,Inicio,20.5,924,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",FR,France,2024,11.3,7,8,Fim,20.5,923,11.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,FR,France,2024,17.7,7,9,Inicio,20.5,922,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,FR,France,2024,17.7,7,9,Fim,20.5,921,17.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,FR,France,2024,23.3,7,10,Inicio,20.5,920,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,FR,France,2024,23.3,7,10,Fim,20.5,919,23.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,FR,France,2024,48,7,11,Inicio,20.5,918,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,FR,France,2024,48,7,11,Fim,20.5,917,48
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,FR,France,2024,12,7,12,Inicio,20.5,916,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,FR,France,2024,12,7,12,Fim,20.5,915,12
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,FR,France,2024,18.7,7,13,Inicio,20.5,914,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,FR,France,2024,18.7,7,13,Fim,20.5,913,18.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,FR,France,2024,14.2,7,14,Inicio,20.5,912,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,FR,France,2024,14.2,7,14,Fim,20.5,911,14.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,FR,France,2024,11.7,7,15,Inicio,20.5,910,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,FR,France,2024,11.7,7,15,Fim,20.5,909,11.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,FR,France,2024,32.1,7,16,Inicio,20.5,908,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,FR,France,2024,32.1,7,16,Fim,20.5,907,32.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,FR,France,2024,12.7,7,17,Inicio,20.5,906,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,FR,France,2024,12.7,7,17,Fim,20.5,905,12.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,FR,France,2024,25.3,7,18,Inicio,20.5,904,20.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,FR,France,2024,25.3,7,18,Fim,20.5,903,25.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,DE,Germany,2024,35.1,7,1,Inicio,21.1,938,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,DE,Germany,2024,35.1,7,1,Fim,21.1,937,35.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,DE,Germany,2024,37.1,7,2,Inicio,21.1,936,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,DE,Germany,2024,37.1,7,2,Fim,21.1,935,37.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,DE,Germany,2024,31.7,7,3,Inicio,21.1,934,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,DE,Germany,2024,31.7,7,3,Fim,21.1,933,31.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,DE,Germany,2024,35.5,7,4,Inicio,21.1,932,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,DE,Germany,2024,35.5,7,4,Fim,21.1,931,35.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,DE,Germany,2024,34.8,7,5,Inicio,21.1,930,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,DE,Germany,2024,34.8,7,5,Fim,21.1,929,34.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,DE,Germany,2024,14.9,7,6,Inicio,21.1,928,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,DE,Germany,2024,14.9,7,6,Fim,21.1,927,14.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,DE,Germany,2024,13.4,7,7,Inicio,21.1,926,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,DE,Germany,2024,13.4,7,7,Fim,21.1,925,13.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",DE,Germany,2024,16.6,7,8,Inicio,21.1,924,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",DE,Germany,2024,16.6,7,8,Fim,21.1,923,16.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,DE,Germany,2024,21.7,7,9,Inicio,21.1,922,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,DE,Germany,2024,21.7,7,9,Fim,21.1,921,21.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,DE,Germany,2024,20.2,7,10,Inicio,21.1,920,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,DE,Germany,2024,20.2,7,10,Fim,21.1,919,20.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,DE,Germany,2024,43.6,7,11,Inicio,21.1,918,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,DE,Germany,2024,43.6,7,11,Fim,21.1,917,43.6
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,DE,Germany,2024,14.3,7,12,Inicio,21.1,916,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,DE,Germany,2024,14.3,7,12,Fim,21.1,915,14.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,DE,Germany,2024,16.9,7,13,Inicio,21.1,914,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,DE,Germany,2024,16.9,7,13,Fim,21.1,913,16.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,DE,Germany,2024,12.3,7,14,Inicio,21.1,912,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,DE,Germany,2024,12.3,7,14,Fim,21.1,911,12.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,DE,Germany,2024,14,7,15,Inicio,21.1,910,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,DE,Germany,2024,14,7,15,Fim,21.1,909,14
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,DE,Germany,2024,32.5,7,16,Inicio,21.1,908,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with three or more dependent children,DE,Germany,2024,32.5,7,16,Fim,21.1,907,32.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,DE,Germany,2024,11.4,7,17,Inicio,21.1,906,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults,DE,Germany,2024,11.4,7,17,Fim,21.1,905,11.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,DE,Germany,2024,14.2,7,18,Inicio,21.1,904,21.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Three or more adults with dependent children,DE,Germany,2024,14.2,7,18,Fim,21.1,903,14.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,EL,Greece,2024,36.8,7,1,Inicio,26.9,938,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult,EL,Greece,2024,36.8,7,1,Fim,26.9,937,36.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,EL,Greece,2024,38.4,7,2,Inicio,26.9,936,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult younger than 65 years,EL,Greece,2024,38.4,7,2,Fim,26.9,935,38.4
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,EL,Greece,2024,35.2,7,3,Inicio,26.9,934,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult 65 years or over,EL,Greece,2024,35.2,7,3,Fim,26.9,933,35.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,EL,Greece,2024,39.8,7,4,Inicio,26.9,932,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single female,EL,Greece,2024,39.8,7,4,Fim,26.9,931,39.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,EL,Greece,2024,32.3,7,5,Inicio,26.9,930,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One single male,EL,Greece,2024,32.3,7,5,Fim,26.9,929,32.3
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,EL,Greece,2024,23.1,7,6,Inicio,26.9,928,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults,EL,Greece,2024,23.1,7,6,Fim,26.9,927,23.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,EL,Greece,2024,22,7,7,Inicio,26.9,926,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults younger than 65 years,EL,Greece,2024,22,7,7,Fim,26.9,925,22
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",EL,Greece,2024,23.8,7,8,Inicio,26.9,924,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,"Two adults, at least one aged 65 years or over",EL,Greece,2024,23.8,7,8,Fim,26.9,923,23.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,EL,Greece,2024,25.8,7,9,Inicio,26.9,922,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household without dependent children,EL,Greece,2024,25.8,7,9,Fim,26.9,921,25.8
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,EL,Greece,2024,28.1,7,10,Inicio,26.9,920,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Household with dependent children,EL,Greece,2024,28.1,7,10,Fim,26.9,919,28.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,EL,Greece,2024,43.7,7,11,Inicio,26.9,918,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,One adult with dependent children,EL,Greece,2024,43.7,7,11,Fim,26.9,917,43.7
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,EL,Greece,2024,22.1,7,12,Inicio,26.9,916,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults without dependent children,EL,Greece,2024,22.1,7,12,Fim,26.9,915,22.1
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,EL,Greece,2024,27.5,7,13,Inicio,26.9,914,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two or more adults with dependent children,EL,Greece,2024,27.5,7,13,Fim,26.9,913,27.5
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,EL,Greece,2024,24.2,7,14,Inicio,26.9,912,26.9
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with one dependent child,EL,Greece,2024,24.2,7,14,Fim,26.9,911,24.2
Persons at risk of poverty or social exclusion by income quantile and household composition,Composição Agregado,Two adults with two dependent children,EL,Greece,2024,24.4,7,15,Inicio,26.9,910,26.9
