Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord
Actividade,Reformados,BE,Belgium,2024,12.9,6,4,Fim,919
Actividade,Reformados,BG,Bulgaria,2024,36.9,6,4,Inicio,917
Actividade,Reformados,BG,Bulgaria,2024,36.9,6,4,Fim,919
Actividade,Reformados,CY,Cyprus,2024,32.8,6,4,Inicio,917
Actividade,Reformados,CY,Cyprus,2024,32.8,6,4,Fim,919
Actividade,Reformados,CZ,Czechia,2024,9.8,6,4,Inicio,917
Actividade,Reformados,CZ,Czechia,2024,9.8,6,4,Fim,919
Actividade,Reformados,DE,Germany,2024,20.7,6,4,Inicio,917
Actividade,Reformados,DE,Germany,2024,20.7,6,4,Fim,919
Actividade,Reformados,DK,Denmark,2024,12.9,6,4,Inicio,917
Actividade,Reformados,DK,Denmark,2024,12.9,6,4,Fim,919
Actividade,Reformados,EE,Estonia,2024,46.5,6,4,Inicio,917
Actividade,Reformados,EE,Estonia,2024,46.5,6,4,Fim,919
Actividade,Reformados,EL,Greece,2024,18.5,6,4,Inicio,917
Actividade,Reformados,EL,Greece,2024,18.5,6,4,Fim,919
Actividade,Reformados,ES,Spain,2024,15.8,6,4,Inicio,917
Actividade,Reformados,ES,Spain,2024,15.8,6,4,Fim,919
Actividade,Reformados,FI,Finland,2024,13.4,6,4,Inicio,917
Actividade,Reformados,FI,Finland,2024,13.4,6,4,Fim,919
Actividade,Reformados,FR,France,2024,13.7,6,4,Inicio,917
Actividade,Reformados,FR,France,2024,13.7,6,4,Fim,919
Actividade,Reformados,HR,Croatia,2024,34.9,6,4,Inicio,917
Actividade,Reformados,HR,Croatia,2024,34.9,6,4,Fim,919
Actividade,Reformados,HU,Hungary,2024,28.2,6,4,Inicio,917
Actividade,Reformados,HU,Hungary,2024,28.2,6,4,Fim,919
Actividade,Reformados,IE,Ireland,2024,22.3,6,4,Inicio,917
Actividade,Reformados,IE,Ireland,2024,22.3,6,4,Fim,919
Actividade,Reformados,IT,Italy,2024,15.6,6,4,Inicio,917
Actividade,Reformados,IT,Italy,2024,15.6,6,4,Fim,919
Actividade,Reformados,LT,Lithuania,2024,42.2,6,4,Inicio,917
Actividade,Reformados,LT,Lithuania,2024,42.2,6,4,Fim,919
Actividade,Reformados,LU,Luxembourg,2024,10.8,6,4,Inicio,917
Actividade,Reformados,LU,Luxembourg,2024,10.8,6,4,Fim,919
Actividade,Reformados,LV,Latvia,2024,50.2,6,4,Inicio,917
Actividade,Reformados,LV,Latvia,2024,50.2,6,4,Fim,919
Actividade,Reformados,MT,Malta,2024,27.2,6,4,Inicio,917
Actividade,Reformados,MT,Malta,2024,27.2,6,4,Fim,919
Actividade,Reformados,NL,Netherlands,2024,13.4,6,4,Inicio,917
Actividade,Reformados,NL,Netherlands,2024,13.4,6,4,Fim,919
Actividade,Reformados,NO,Norway,2024,7.9,6,4,Inicio,917
Actividade,Reformados,NO,Norway,2024,7.9,6,4,Fim,919
Actividade,Reformados,PL,Poland,2024,17.2,6,4,Inicio,917
Actividade,Reformados,PL,Poland,2024,17.2,6,4,Fim,919
Actividade,Reformados,PT,Portugal,2024,22.3,6,4,Inicio,917
Actividade,Reformados,PT,Portugal,2024,22.3,6,4,Fim,919
Actividade,Reformados,RO,Romania,2024,27.5,6,4,Inicio,917
Actividade,Reformados,RO,Romania,2024,27.5,6,4,Fim,919
Actividade,Reformados,RS,Serbia,2024,26.9,6,4,Inicio,917
Actividade,Reformados,RS,Serbia,2024,26.9,6,4,Fim,919
Actividade,Reformados,SE,Sweden,2024,12.2,6,4,Inicio,917
Actividade,Reformados,SE,Sweden,2024,12.2,6,4,Fim,919
Actividade,Reformados,SI,Slovenia,2024,23.5,6,4,Inicio,917
Actividade,Reformados,SI,Slovenia,2024,23.5,6,4,Fim,919
Actividade,Reformados,SK,Slovakia,2024,13.2,6,4,Inicio,917
Actividade,Reformados,SK,Slovakia,2024,13.2,6,4,Fim,919
Actividade,Reformados,TR,Türkiye,2024,22,6,4,Inicio,917
Actividade,Reformados,TR,Türkiye,2024,22,6,4,Fim,919
Actividade,Trabalhadores conta outrem,AT,Austria,2024,8.6,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,AT,Austria,2024,8.6,6,7,Fim,910
Actividade,Trabalhadores conta outrem,BE,Belgium,2024,5.1,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,BE,Belgium,2024,5.1,6,7,Fim,910
Actividade,Trabalhadores conta outrem,BG,Bulgaria,2024,17.2,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,BG,Bulgaria,2024,17.2,6,7,Fim,910
Actividade,Trabalhadores conta outrem,CY,Cyprus,2024,8.3,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,CY,Cyprus,2024,8.3,6,7,Fim,910
Actividade,Trabalhadores conta outrem,CZ,Czechia,2024,3.8,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,CZ,Czechia,2024,3.8,6,7,Fim,910
Actividade,Trabalhadores conta outrem,DE,Germany,2024,9.4,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,DE,Germany,2024,9.4,6,7,Fim,910
Actividade,Trabalhadores conta outrem,DK,Denmark,2024,7.6,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,DK,Denmark,2024,7.6,6,7,Fim,910
Actividade,Trabalhadores conta outrem,EE,Estonia,2024,10,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,EE,Estonia,2024,10,6,7,Fim,910
Actividade,Trabalhadores conta outrem,EL,Greece,2024,12.5,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,EL,Greece,2024,12.5,6,7,Fim,910
Actividade,Trabalhadores conta outrem,ES,Spain,2024,13.9,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,ES,Spain,2024,13.9,6,7,Fim,910
Actividade,Trabalhadores conta outrem,FI,Finland,2024,4,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,FI,Finland,2024,4,6,7,Fim,910
Actividade,Trabalhadores conta outrem,FR,France,2024,9.3,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,FR,France,2024,9.3,6,7,Fim,910
Actividade,Trabalhadores conta outrem,HR,Croatia,2024,6.9,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,HR,Croatia,2024,6.9,6,7,Fim,910
Actividade,Trabalhadores conta outrem,HU,Hungary,2024,9.7,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,HU,Hungary,2024,9.7,6,7,Fim,910
Actividade,Trabalhadores conta outrem,IE,Ireland,2024,6,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,IE,Ireland,2024,6,6,7,Fim,910
Actividade,Trabalhadores conta outrem,IT,Italy,2024,10.1,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,IT,Italy,2024,10.1,6,7,Fim,910
Actividade,Trabalhadores conta outrem,LT,Lithuania,2024,8.7,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,LT,Lithuania,2024,8.7,6,7,Fim,910
Actividade,Trabalhadores conta outrem,LU,Luxembourg,2024,14.3,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,LU,Luxembourg,2024,14.3,6,7,Fim,910
Actividade,Trabalhadores conta outrem,LV,Latvia,2024,8.8,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,LV,Latvia,2024,8.8,6,7,Fim,910
Actividade,Trabalhadores conta outrem,MT,Malta,2024,8.6,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,MT,Malta,2024,8.6,6,7,Fim,910
Actividade,Trabalhadores conta outrem,NL,Netherlands,2024,4.1,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,NL,Netherlands,2024,4.1,6,7,Fim,910
Actividade,Trabalhadores conta outrem,NO,Norway,2024,7.1,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,NO,Norway,2024,7.1,6,7,Fim,910
Actividade,Trabalhadores conta outrem,PL,Poland,2024,4.9,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,PL,Poland,2024,4.9,6,7,Fim,910
Actividade,Trabalhadores conta outrem,PT,Portugal,2024,8.2,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,PT,Portugal,2024,8.2,6,7,Fim,910
Actividade,Trabalhadores conta outrem,RO,Romania,2024,10.9,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,RO,Romania,2024,10.9,6,7,Fim,910
Actividade,Trabalhadores conta outrem,RS,Serbia,2024,7.4,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,RS,Serbia,2024,7.4,6,7,Fim,910
Actividade,Trabalhadores conta outrem,SE,Sweden,2024,8.2,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,SE,Sweden,2024,8.2,6,7,Fim,910
Actividade,Trabalhadores conta outrem,SI,Slovenia,2024,3.1,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,SI,Slovenia,2024,3.1,6,7,Fim,910
Actividade,Trabalhadores conta outrem,SK,Slovakia,2024,11,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,SK,Slovakia,2024,11,6,7,Fim,910
Actividade,Trabalhadores conta outrem,TR,Türkiye,2024,14.5,6,7,Inicio,908
Actividade,Trabalhadores conta outrem,TR,Türkiye,2024,14.5,6,7,Fim,910
Actividade,Pessoas desempregadas,AT,Austria,2024,59.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,AT,Austria,2024,59.2,6,2,Fim,925
Actividade,Pessoas desempregadas,BE,Belgium,2024,69,6,2,Inicio,923
Actividade,Pessoas desempregadas,BE,Belgium,2024,69,6,2,Fim,925
Actividade,Pessoas desempregadas,BG,Bulgaria,2024,71.9,6,2,Inicio,923
Actividade,Pessoas desempregadas,BG,Bulgaria,2024,71.9,6,2,Fim,925
Actividade,Pessoas desempregadas,CY,Cyprus,2024,43.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,CY,Cyprus,2024,43.2,6,2,Fim,925
Actividade,Pessoas desempregadas,CZ,Czechia,2024,66.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,CZ,Czechia,2024,66.2,6,2,Fim,925
Actividade,Pessoas desempregadas,DE,Germany,2024,84,6,2,Inicio,923
Actividade,Pessoas desempregadas,DE,Germany,2024,84,6,2,Fim,925
Actividade,Pessoas desempregadas,DK,Denmark,2024,58.8,6,2,Inicio,923
Actividade,Pessoas desempregadas,DK,Denmark,2024,58.8,6,2,Fim,925
Actividade,Pessoas desempregadas,EE,Estonia,2024,57.3,6,2,Inicio,923
Actividade,Pessoas desempregadas,EE,Estonia,2024,57.3,6,2,Fim,925
Actividade,Pessoas desempregadas,EL,Greece,2024,66.1,6,2,Inicio,923
Actividade,Pessoas desempregadas,EL,Greece,2024,66.1,6,2,Fim,925
Actividade,Pessoas desempregadas,ES,Spain,2024,61.8,6,2,Inicio,923
Actividade,Pessoas desempregadas,ES,Spain,2024,61.8,6,2,Fim,925
Actividade,Pessoas desempregadas,FI,Finland,2024,72,6,2,Inicio,923
Actividade,Pessoas desempregadas,FI,Finland,2024,72,6,2,Fim,925
Actividade,Pessoas desempregadas,FR,France,2024,62.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,FR,France,2024,62.2,6,2,Fim,925
Actividade,Pessoas desempregadas,HR,Croatia,2024,50.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,HR,Croatia,2024,50.2,6,2,Fim,925
Actividade,Pessoas desempregadas,HU,Hungary,2024,71.8,6,2,Inicio,923
Actividade,Pessoas desempregadas,HU,Hungary,2024,71.8,6,2,Fim,925
Actividade,Pessoas desempregadas,IE,Ireland,2024,55.9,6,2,Inicio,923
Actividade,Pessoas desempregadas,IE,Ireland,2024,55.9,6,2,Fim,925
Actividade,Pessoas desempregadas,IT,Italy,2024,64.5,6,2,Inicio,923
Actividade,Pessoas desempregadas,IT,Italy,2024,64.5,6,2,Fim,925
Actividade,Pessoas desempregadas,LT,Lithuania,2024,71.9,6,2,Inicio,923
Actividade,Pessoas desempregadas,LT,Lithuania,2024,71.9,6,2,Fim,925
Actividade,Pessoas desempregadas,LU,Luxembourg,2024,43.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,LU,Luxembourg,2024,43.2,6,2,Fim,925
Actividade,Pessoas desempregadas,LV,Latvia,2024,65.9,6,2,Inicio,923
Actividade,Pessoas desempregadas,LV,Latvia,2024,65.9,6,2,Fim,925
Actividade,Pessoas desempregadas,MT,Malta,2024,57.8,6,2,Inicio,923
Actividade,Pessoas desempregadas,MT,Malta,2024,57.8,6,2,Fim,925
Actividade,Pessoas desempregadas,NL,Netherlands,2024,77.7,6,2,Inicio,923
Actividade,Pessoas desempregadas,NL,Netherlands,2024,77.7,6,2,Fim,925
Actividade,Pessoas desempregadas,NO,Norway,2024,55.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,NO,Norway,2024,55.2,6,2,Fim,925
Actividade,Pessoas desempregadas,PL,Poland,2024,52.9,6,2,Inicio,923
Actividade,Pessoas desempregadas,PL,Poland,2024,52.9,6,2,Fim,925
Actividade,Pessoas desempregadas,PT,Portugal,2024,59.8,6,2,Inicio,923
Actividade,Pessoas desempregadas,PT,Portugal,2024,59.8,6,2,Fim,925
Actividade,Pessoas desempregadas,RO,Romania,2024,73.2,6,2,Inicio,923
Actividade,Pessoas desempregadas,RO,Romania,2024,73.2,6,2,Fim,925
Actividade,Pessoas desempregadas,RS,Serbia,2024,60.6,6,2,Inicio,923
Actividade,Pessoas desempregadas,RS,Serbia,2024,60.6,6,2,Fim,925
Actividade,Pessoas desempregadas,SE,Sweden,2024,63.6,6,2,Inicio,923
Actividade,Pessoas desempregadas,SE,Sweden,2024,63.6,6,2,Fim,925
Actividade,Pessoas desempregadas,SI,Slovenia,2024,56.6,6,2,Inicio,923
Actividade,Pessoas desempregadas,SI,Slovenia,2024,56.6,6,2,Fim,925
Actividade,Pessoas desempregadas,SK,Slovakia,2024,74.7,6,2,Inicio,923
Actividade,Pessoas desempregadas,SK,Slovakia,2024,74.7,6,2,Fim,925
Actividade,Pessoas desempregadas,TR,Türkiye,2024,52.7,6,2,Inicio,923
Actividade,Pessoas desempregadas,TR,Türkiye,2024,52.7,6,2,Fim,925
Quintiles,QU1,AT,Austria,2024,73.9,5,1,Inicio,945
Quintiles,QU1,AT,Austria,2024,73.9,5,1,Fim,947
Quintiles,QU1,BE,Belgium,2024,70.3,5,1,Inicio,945
Quintiles,QU1,BE,Belgium,2024,70.3,5,1,Fim,947
Quintiles,QU1,BG,Bulgaria,2024,100,5,1,Inicio,945
Quintiles,QU1,BG,Bulgaria,2024,100,5,1,Fim,947
Quintiles,QU1,CY,Cyprus,2024,76.3,5,1,Inicio,945
Quintiles,QU1,CY,Cyprus,2024,76.3,5,1,Fim,947
Quintiles,QU1,CZ,Czechia,2024,51.7,5,1,Inicio,945
Quintiles,QU1,CZ,Czechia,2024,51.7,5,1,Fim,947
Quintiles,QU1,DE,Germany,2024,82,5,1,Inicio,945
Quintiles,QU1,DE,Germany,2024,82,5,1,Fim,947
Quintiles,QU1,DK,Denmark,2024,67.7,5,1,Inicio,945
Quintiles,QU1,DK,Denmark,2024,67.7,5,1,Fim,947
Quintiles,QU1,EE,Estonia,2024,100,5,1,Inicio,945
Quintiles,QU1,EE,Estonia,2024,100,5,1,Fim,947
Quintiles,QU1,EL,Greece,2024,98.6,5,1,Inicio,945
Quintiles,QU1,EL,Greece,2024,98.6,5,1,Fim,947
Quintiles,QU1,ES,Spain,2024,98.8,5,1,Inicio,945
Quintiles,QU1,ES,Spain,2024,98.8,5,1,Fim,947
Quintiles,QU1,FI,Finland,2024,71,5,1,Inicio,945
Quintiles,QU1,FI,Finland,2024,71,5,1,Fim,947
Quintiles,QU1,FR,France,2024,84.6,5,1,Inicio,945
Quintiles,QU1,FR,France,2024,84.6,5,1,Fim,947
Quintiles,QU1,HR,Croatia,2024,100,5,1,Inicio,945
Quintiles,QU1,HR,Croatia,2024,100,5,1,Fim,947
Quintiles,QU1,HU,Hungary,2024,79.3,5,1,Inicio,945
Quintiles,QU1,HU,Hungary,2024,79.3,5,1,Fim,947
Quintiles,QU1,IE,Ireland,2024,71.6,5,1,Inicio,945
Quintiles,QU1,IE,Ireland,2024,71.6,5,1,Fim,947
Quintiles,QU1,IT,Italy,2024,95.5,5,1,Inicio,945
Quintiles,QU1,IT,Italy,2024,95.5,5,1,Fim,947
Quintiles,QU1,LT,Lithuania,2024,100,5,1,Inicio,945
Quintiles,QU1,LT,Lithuania,2024,100,5,1,Fim,947
Quintiles,QU1,LU,Luxembourg,2024,91.3,5,1,Inicio,945
Quintiles,QU1,LU,Luxembourg,2024,91.3,5,1,Fim,947
Quintiles,QU1,LV,Latvia,2024,100,5,1,Inicio,945
Quintiles,QU1,LV,Latvia,2024,100,5,1,Fim,947
Quintiles,QU1,MT,Malta,2024,85.6,5,1,Inicio,945
Quintiles,QU1,MT,Malta,2024,85.6,5,1,Fim,947
Quintiles,QU1,NL,Netherlands,2024,69.2,5,1,Inicio,945
Quintiles,QU1,NL,Netherlands,2024,69.2,5,1,Fim,947
Quintiles,QU1,NO,Norway,2024,68.6,5,1,Inicio,945
Quintiles,QU1,NO,Norway,2024,68.6,5,1,Fim,947
Quintiles,QU1,PL,Poland,2024,70.9,5,1,Inicio,945
Quintiles,QU1,PL,Poland,2024,70.9,5,1,Fim,947
Quintiles,QU1,PT,Portugal,2024,85.2,5,1,Inicio,945
Quintiles,QU1,PT,Portugal,2024,85.2,5,1,Fim,947
Quintiles,QU1,RO,Romania,2024,96.5,5,1,Inicio,945
Quintiles,QU1,RO,Romania,2024,96.5,5,1,Fim,947
Quintiles,QU1,RS,Serbia,2024,98.9,5,1,Inicio,945
Quintiles,QU1,RS,Serbia,2024,98.9,5,1,Fim,947
Quintiles,QU1,SE,Sweden,2024,77.1,5,1,Inicio,945
Quintiles,QU1,SE,Sweden,2024,77.1,5,1,Fim,947
Quintiles,QU1,SI,Slovenia,2024,68.3,5,1,Inicio,945
Quintiles,QU1,SI,Slovenia,2024,68.3,5,1,Fim,947
Quintiles,QU1,SK,Slovakia,2024,76.2,5,1,Inicio,945
Quintiles,QU1,SK,Slovakia,2024,76.2,5,1,Fim,947
Quintiles,QU1,TR,Türkiye,2024,100,5,1,Inicio,945
Quintiles,QU1,TR,Türkiye,2024,100,5,1,Fim,947
Quintiles,QU2,AT,Austria,2024,5.7,5,2,Inicio,942
Quintiles,QU2,AT,Austria,2024,5.7,5,2,Fim,944
Quintiles,QU2,BE,Belgium,2024,14.2,5,2,Inicio,942
Quintiles,QU2,BE,Belgium,2024,14.2,5,2,Fim,944
Quintiles,QU2,BG,Bulgaria,2024,31.6,5,2,Inicio,942
Quintiles,QU2,BG,Bulgaria,2024,31.6,5,2,Fim,944
Quintiles,QU2,CY,Cyprus,2024,5.8,5,2,Inicio,942
Quintiles,QU2,CY,Cyprus,2024,5.8,5,2,Fim,944
Quintiles,QU2,CZ,Czechia,2024,1.9,5,2,Inicio,942
Quintiles,QU2,CZ,Czechia,2024,1.9,5,2,Fim,944
Quintiles,QU2,DE,Germany,2024,13.6,5,2,Inicio,942
Quintiles,QU2,DE,Germany,2024,13.6,5,2,Fim,944
Quintiles,QU2,DK,Denmark,2024,14.7,5,2,Inicio,942
Quintiles,QU2,DK,Denmark,2024,14.7,5,2,Fim,944
Quintiles,QU2,EE,Estonia,2024,7.7,5,2,Inicio,942
Quintiles,QU2,EE,Estonia,2024,7.7,5,2,Fim,944
Quintiles,QU2,EL,Greece,2024,19.7,5,2,Inicio,942
Quintiles,QU2,EL,Greece,2024,19.7,5,2,Fim,944
Quintiles,QU2,ES,Spain,2024,14.3,5,2,Inicio,942
Quintiles,QU2,ES,Spain,2024,14.3,5,2,Fim,944
Quintiles,QU2,FI,Finland,2024,7.5,5,2,Inicio,942
Quintiles,QU2,FI,Finland,2024,7.5,5,2,Fim,944
Quintiles,QU2,FR,France,2024,11.8,5,2,Inicio,942
Quintiles,QU2,FR,France,2024,11.8,5,2,Fim,944
Quintiles,QU2,HR,Croatia,2024,6.2,5,2,Inicio,942
Quintiles,QU2,HR,Croatia,2024,6.2,5,2,Fim,944
Quintiles,QU2,HU,Hungary,2024,13.2,5,2,Inicio,942
Quintiles,QU2,HU,Hungary,2024,13.2,5,2,Fim,944
Quintiles,QU2,IE,Ireland,2024,8.2,5,2,Inicio,942
Quintiles,QU2,IE,Ireland,2024,8.2,5,2,Fim,944
Quintiles,QU2,IT,Italy,2024,10.6,5,2,Inicio,942
Quintiles,QU2,IT,Italy,2024,10.6,5,2,Fim,944
Quintiles,QU2,LT,Lithuania,2024,19.3,5,2,Inicio,942
Quintiles,QU2,LT,Lithuania,2024,19.3,5,2,Fim,944
Quintiles,QU2,LU,Luxembourg,2024,5.6,5,2,Inicio,942
Quintiles,QU2,LU,Luxembourg,2024,5.6,5,2,Fim,944
Quintiles,QU2,LV,Latvia,2024,15.3,5,2,Inicio,942
Quintiles,QU2,LV,Latvia,2024,15.3,5,2,Fim,944
Quintiles,QU2,MT,Malta,2024,8.1,5,2,Inicio,942
Quintiles,QU2,MT,Malta,2024,8.1,5,2,Fim,944
Quintiles,QU2,NL,Netherlands,2024,4.7,5,2,Inicio,942
Quintiles,QU2,NL,Netherlands,2024,4.7,5,2,Fim,944
Quintiles,QU2,NO,Norway,2024,5.8,5,2,Inicio,942
Quintiles,QU2,NO,Norway,2024,5.8,5,2,Fim,944
Quintiles,QU2,PL,Poland,2024,4.7,5,2,Inicio,942
Quintiles,QU2,PL,Poland,2024,4.7,5,2,Fim,944
Quintiles,QU2,PT,Portugal,2024,7.5,5,2,Inicio,942
Quintiles,QU2,PT,Portugal,2024,7.5,5,2,Fim,944
Quintiles,QU2,RO,Romania,2024,24.2,5,2,Inicio,942
Quintiles,QU2,RO,Romania,2024,24.2,5,2,Fim,944
Quintiles,QU2,RS,Serbia,2024,13.3,5,2,Inicio,942
Quintiles,QU2,RS,Serbia,2024,13.3,5,2,Fim,944
Quintiles,QU2,SE,Sweden,2024,5.6,5,2,Inicio,942
Quintiles,QU2,SE,Sweden,2024,5.6,5,2,Fim,944
Quintiles,QU2,SI,Slovenia,2024,2.4,5,2,Inicio,942
Quintiles,QU2,SI,Slovenia,2024,2.4,5,2,Fim,944
Quintiles,QU2,SK,Slovakia,2024,7.1,5,2,Inicio,942
Quintiles,QU2,SK,Slovakia,2024,7.1,5,2,Fim,944
Quintiles,QU2,TR,Türkiye,2024,31.8,5,2,Inicio,942
Quintiles,QU2,TR,Türkiye,2024,31.8,5,2,Fim,944
Quintiles,QU3,AT,Austria,2024,3.4,5,3,Inicio,939
Quintiles,QU3,AT,Austria,2024,3.4,5,3,Fim,941
Quintiles,QU3,BE,Belgium,2024,4.6,5,3,Inicio,939
Quintiles,QU3,BE,Belgium,2024,4.6,5,3,Fim,941
Quintiles,QU3,BG,Bulgaria,2024,11.1,5,3,Inicio,939
Quintiles,QU3,BG,Bulgaria,2024,11.1,5,3,Fim,941
Quintiles,QU3,CY,Cyprus,2024,2.1,5,3,Inicio,939
Quintiles,QU3,CY,Cyprus,2024,2.1,5,3,Fim,941
Quintiles,QU3,CZ,Czechia,2024,1.6,5,3,Inicio,939
Quintiles,QU3,CZ,Czechia,2024,1.6,5,3,Fim,941
Quintiles,QU3,DE,Germany,2024,5.8,5,3,Inicio,939
Quintiles,QU3,DE,Germany,2024,5.8,5,3,Fim,941
Quintiles,QU3,DK,Denmark,2024,5.3,5,3,Inicio,939
Quintiles,QU3,DK,Denmark,2024,5.3,5,3,Fim,941
Quintiles,QU3,EE,Estonia,2024,1.7,5,3,Inicio,939
Quintiles,QU3,EE,Estonia,2024,1.7,5,3,Fim,941
Quintiles,QU3,EL,Greece,2024,10.5,5,3,Inicio,939
Quintiles,QU3,EL,Greece,2024,10.5,5,3,Fim,941
Quintiles,QU3,ES,Spain,2024,9.5,5,3,Inicio,939
Quintiles,QU3,ES,Spain,2024,9.5,5,3,Fim,941
Quintiles,QU3,FI,Finland,2024,3.6,5,3,Inicio,939
Quintiles,QU3,FI,Finland,2024,3.6,5,3,Fim,941
Quintiles,QU3,FR,France,2024,3.7,5,3,Inicio,939
Quintiles,QU3,FR,France,2024,3.7,5,3,Fim,941
Quintiles,QU3,HR,Croatia,2024,1.1,5,3,Inicio,939
Quintiles,QU3,HR,Croatia,2024,1.1,5,3,Fim,941
Quintiles,QU3,HU,Hungary,2024,5.2,5,3,Inicio,939
Quintiles,QU3,HU,Hungary,2024,5.2,5,3,Fim,941
Quintiles,QU3,IE,Ireland,2024,3.8,5,3,Inicio,939
Quintiles,QU3,IE,Ireland,2024,3.8,5,3,Fim,941
Quintiles,QU3,IT,Italy,2024,4.7,5,3,Inicio,939
Quintiles,QU3,IT,Italy,2024,4.7,5,3,Fim,941
Quintiles,QU3,LT,Lithuania,2024,5.9,5,3,Inicio,939
Quintiles,QU3,LT,Lithuania,2024,5.9,5,3,Fim,941
Quintiles,QU3,LU,Luxembourg,2024,2.3,5,3,Inicio,939
Quintiles,QU3,LU,Luxembourg,2024,2.3,5,3,Fim,941
Quintiles,QU3,LV,Latvia,2024,4.1,5,3,Inicio,939
Quintiles,QU3,LV,Latvia,2024,4.1,5,3,Fim,941
Quintiles,QU3,MT,Malta,2024,1.9,5,3,Inicio,939
Quintiles,QU3,MT,Malta,2024,1.9,5,3,Fim,941
Quintiles,QU3,NL,Netherlands,2024,2.4,5,3,Inicio,939
Quintiles,QU3,NL,Netherlands,2024,2.4,5,3,Fim,941
Quintiles,QU3,NO,Norway,2024,1.6,5,3,Inicio,939
Quintiles,QU3,NO,Norway,2024,1.6,5,3,Fim,941
Quintiles,QU3,PL,Poland,2024,2.8,5,3,Inicio,939
Quintiles,QU3,PL,Poland,2024,2.8,5,3,Fim,941
Quintiles,QU3,PT,Portugal,2024,2.9,5,3,Inicio,939
Quintiles,QU3,PT,Portugal,2024,2.9,5,3,Fim,941
Quintiles,QU3,RO,Romania,2024,11.8,5,3,Inicio,939
Quintiles,QU3,RO,Romania,2024,11.8,5,3,Fim,941
Quintiles,QU3,RS,Serbia,2024,6.5,5,3,Inicio,939
Quintiles,QU3,RS,Serbia,2024,6.5,5,3,Fim,941
Quintiles,QU3,SE,Sweden,2024,2.9,5,3,Inicio,939
Quintiles,QU3,SE,Sweden,2024,2.9,5,3,Fim,941
Quintiles,QU3,SI,Slovenia,2024,0.8,5,3,Inicio,939
Quintiles,QU3,SI,Slovenia,2024,0.8,5,3,Fim,941
Quintiles,QU3,SK,Slovakia,2024,4.9,5,3,Inicio,939
Quintiles,QU3,SK,Slovakia,2024,4.9,5,3,Fim,941
Quintiles,QU3,TR,Türkiye,2024,12.8,5,3,Inicio,939
Quintiles,QU3,TR,Türkiye,2024,12.8,5,3,Fim,941
Quintiles,QU4,AT,Austria,2024,1.5,5,4,Inicio,936
Quintiles,QU4,AT,Austria,2024,1.5,5,4,Fim,938
Quintiles,QU4,BE,Belgium,2024,1.9,5,4,Inicio,936
Quintiles,QU4,BE,Belgium,2024,1.9,5,4,Fim,938
Quintiles,QU4,BG,Bulgaria,2024,6.6,5,4,Inicio,936
Quintiles,QU4,BG,Bulgaria,2024,6.6,5,4,Fim,938
Quintiles,QU4,CY,Cyprus,2024,0.4,5,4,Inicio,936
Quintiles,QU4,CY,Cyprus,2024,0.4,5,4,Fim,938
Quintiles,QU4,CZ,Czechia,2024,0.9,5,4,Inicio,936
Quintiles,QU4,CZ,Czechia,2024,0.9,5,4,Fim,938
Quintiles,QU4,DE,Germany,2024,2.9,5,4,Inicio,936
Quintiles,QU4,DE,Germany,2024,2.9,5,4,Fim,938
Quintiles,QU4,DK,Denmark,2024,1.9,5,4,Inicio,936
Quintiles,QU4,DK,Denmark,2024,1.9,5,4,Fim,938
